generation	ln_likelihood	ln_prior	number_of_events	concentration	root_height_index_N1	ln_likelihood_N1	ln_prior_N1	root_height_N1	mutation_rate_N1	freq_1_N1	pop_size_N1	pop_size_S1	pop_size_root_N1	root_height_index_E2	ln_likelihood_E2	ln_prior_E2	root_height_E2	mutation_rate_E2	freq_1_E2	pop_size_E2	pop_size_W2	pop_size_root_E2	root_height_index_N3	ln_likelihood_N3	ln_prior_N3	root_height_N3	mutation_rate_N3	freq_1_N3	pop_size_N3	pop_size_S3	pop_size_root_N3	root_height_index_E4	ln_likelihood_E4	ln_prior_E4	root_height_E4	mutation_rate_E4	freq_1_E4	pop_size_E4	pop_size_W4	pop_size_root_E4	root_height_index_S5	ln_likelihood_S5	ln_prior_S5	root_height_S5	mutation_rate_S5	freq_1_S5	pop_size_S5	pop_size_N5	pop_size_root_S5	root_height_index_S6	ln_likelihood_S6	ln_prior_S6	root_height_S6	mutation_rate_S6	freq_1_S6	pop_size_S6	pop_size_N6	pop_size_root_S6	root_height_index_S7	ln_likelihood_S7	ln_prior_S7	root_height_S7	mutation_rate_S7	freq_1_S7	pop_size_S7	pop_size_N7	pop_size_root_S7	root_height_index_E8	ln_likelihood_E8	ln_prior_E8	root_height_E8	mutation_rate_E8	freq_1_E8	pop_size_E8	pop_size_W8	pop_size_root_E8
500	-14007.5402517028488	70.1644717532633706	6	7.5	0	-3602.15163794967884	-4.78107512285939151	0.0135075919699859867	1	0.5	0.00401244957674070854	0.0166506277551205263	0.0150207205490309921	1	-3794.31985149179854	6.25331323631869651	0.0261266236582293546	1	0.5	0.0063414556432936078	0.0100997050239908879	0.00958710410149424784	1	-974.554195817616574	10.5898840793751177	0.0261266236582293546	1	0.5	0.00388530540595111726	0.00131712287914592901	0.00289966457856997159	2	-1211.77878699943039	9.42226297291025006	0.00863286002217437086	1	0.5	0.00070043154292743885	0.00149838836124403861	0.00103081420797142666	3	-453.33419504482714	7.50238755013005587	0.00288557033857274759	1	0.5	0.0027760874397857304	0.000278368572642614671	0.00139922316592705509	1	-1222.2072133054503	10.7741681401264948	0.0261266236582293546	1	0.5	0.00648159441294059776	0.00224390664918769399	0.00408440587860808661	4	-747.267123107621842	8.83122097292251595	0.00636697699650762283	1	0.5	0.000490722578265493617	0.00164000518137376794	0.00106669375141407296	5	-2001.92724798642757	6.83089006738082816	0.00917654009879377563	1	0.5	0.00653997448281926075	0.00111921583202452481	0.00482107791441188042
550	-14008.7455777427385	78.0474515452486912	6	7.5	0	-3605.6654196891327	0.800510648823753002	0.0140431485583076051	1	0.5	0.00316709268825732726	0.0145467973085872029	0.011718176477545722	1	-3795.84715968578666	6.7955945146126524	0.0279340439682621046	1	0.5	0.00509413187781780543	0.0117660827814929422	0.00894547758446129736	0	-974.208604965784161	10.4489694986103743	0.0140431485583076051	1	0.5	0.00425207246481011138	0.00139062210556212674	0.00317755948991141303	2	-1211.18241975972819	9.2092475382141501	0.0071432463635744646	1	0.5	0.000673826890976768041	0.0012718619999383101	0.000957029966981178155	3	-451.813042459125086	8.58727207445346963	0.0049144107539023053	1	0.5	0.0014338385254340526	0.000539267900316731173	0.000904085615351642364	1	-1221.82644933086567	11.199859370233014	0.0279340439682621046	1	0.5	0.00492292893510043114	0.00258335959474763604	0.00411834408144609847	4	-744.083501520662594	7.4077936680331895	0.0047607396227706952	1	0.5	0.000372447666266065736	0.00109913523136152846	0.000754313464117161532	5	-2004.11898033165153	10.0094360915051084	0.0124956191738053272	1	0.5	0.00602549128681522002	0.00186210173871437538	0.00447852722592668138
600	-14000.3734371933624	70.7353805423669968	6	7.5	0	-3597.67496904918607	-5.36564523098173041	0.010959086873617763	1	0.5	0.00289396284852332054	0.0158953027905921127	0.0140415349763342214	1	-3796.43608896216801	7.9022683205377291	0.0292967506464909232	1	0.5	0.00669162905357659297	0.00940483723503057062	0.00821667852684391034	2	-973.26475757039907	11.040015500590254	0.0191156799653273805	1	0.5	0.00329065007901971742	0.00142263968809275645	0.00257480864640724592	3	-1212.32329280918589	9.58039611060812746	0.00871413155943740261	1	0.5	0.000869814869314510246	0.00135797615009769046	0.00119251938665058889	4	-450.14619944047007	7.13698334567226667	0.00466360497895443749	1	0.5	0.00109669608874617456	0.000400164185308856909	0.00066790003576115036	1	-1221.88211675619414	10.2047704470685474	0.0292967506464909232	1	0.5	0.00634826236742693211	0.00183310884436140302	0.00451066159019636054	5	-743.277630000281988	6.64738809271732478	0.00510822704862024055	1	0.5	0.000384405810790774353	0.000881220242183397302	0.00068878464518576626	0	-2005.36838260547529	10.6570630785740619	0.010959086873617763	1	0.5	0.00547581725631269504	0.00124634917784980379	0.00330497731386377282
650	-14008.7814733930336	73.1148380019965458	6	7.5	0	-3601.92426345189233	-2.54743457908410065	0.0143281884839455038	1	0.5	0.00357257190134160517	0.0144524657684195479	0.0129979860140497852	1	-3795.32398860138846	7.76168387835209828	0.0342710117186889804	1	0.5	0.00567320679494410802	0.00992571179399871772	0.00839089699346532575	2	-974.587276686414498	10.8954433261405619	0.015310153443329113	1	0.5	0.00446046379274852699	0.00146784816411502182	0.00266847980506681364	3	-1211.74068577153093	7.99530338823139175	0.00852377775610668569	1	0.5	0.000780770677362168817	0.00114358415136755695	0.00111930394375515637	4	-451.626888367306549	8.84418743121715778	0.00240154434281143617	1	0.5	0.00132369258115414934	0.000576130104077357845	0.000907306841280071949	1	-1221.27254582134765	11.1439820737502764	0.0342710117186889804	1	0.5	0.00594175261187353167	0.00230752487396576611	0.00425091408610491547	5	-742.878684562788749	5.43232410826572476	0.00669038794932299685	1	0.5	0.000291792617501818044	0.000844344374058033698	0.000639273006951925678	5	-2009.42714013036357	11.0239657597186493	0.00669038794932299685	1	0.5	0.00439619006784452114	0.00138365261783193207	0.00306156502542885654
700	-14006.9955538060003	67.7913848837341533	6	7.5	0	-3600.40339024036393	-3.45149330981969982	0.014218688548249158	1	0.5	0.00332291849309693113	0.0158750942415970403	0.0137808825650217494	1	-3793.89058791510388	5.1636243418601957	0.0328727199569314593	1	0.5	0.00568449794102094449	0.0107987511277748346	0.0100572664845100714	2	-974.013963045388664	9.85118126426368335	0.0243823046520157891	1	0.5	0.00445513816092855518	0.00112976257105706305	0.00238434340491822799	3	-1214.13653208338042	7.68921190029599444	0.00478584560430083458	1	0.5	0.000764175685404657693	0.00105568681094237457	0.000754546127781853277	4	-454.254018469327548	8.53511228623541385	0.00963215120810661726	1	0.5	0.0012060155003290197	0.000528937550676167908	0.000854819946768992783	1	-1221.43199499608068	10.5071063162843146	0.0328727199569314593	1	0.5	0.00594680009669242352	0.00296913743699991732	0.00387258991650152404	5	-744.875899454640489	8.12989335450190964	0.00494577284718655981	1	0.5	0.000452782839880908408	0.00120151437258385493	0.000830183914357410387	0	-2003.98916760171369	9.73260802696612615	0.014218688548249158	1	0.5	0.00637004619991193236	0.000991883620551416503	0.00376771831345237016
750	-14008.9429354175118	72.6744741817625624	6	7.5	0	-3606.16411421099747	1.15276320519622288	0.0117108582109142767	1	0.5	0.00287001228774184719	0.0139700015838394188	0.0111749629778098748	1	-3795.92252306558521	6.18500576212452202	0.0255747754103667936	1	0.5	0.00503580477666217864	0.0122160230221416508	0.00946375505088587095	2	-973.381972840719527	10.684450745456715	0.0191085168791687333	1	0.5	0.00293604816962716618	0.000988890475917789417	0.00207155645492000185	3	-1213.27158302023349	8.99550782341163924	0.00747697704574477699	1	0.5	0.00102718564150773226	0.000977470135109083892	0.00088438220221262779	4	-450.767987596783087	7.41833186279389878	0.00446210056593632134	1	0.5	0.000426655345447292693	0.000911570525385755736	0.000678910138110979159	5	-1221.27995585828785	11.3025243568127713	0.0345379010138961995	1	0.5	0.00568364271735135804	0.00244790036522707019	0.00386135695455295603	3	-744.205315974287714	6.37394400237660363	0.00747697704574477699	1	0.5	0.000232539729767888891	0.00121854201391291724	0.00072937488589381325	0	-2003.94948285061628	10.1311703513676576	0.0117108582109142767	1	0.5	0.00608548950893971537	0.00155288822526978578	0.0042083221878735479
800	-14004.7878577521096	69.793038314799432	6	7.5	0	-3599.20519252556642	-3.14874871819168334	0.0101392418392142591	1	0.5	0.00257252123168438471	0.0161698778184859449	0.0132823841327357021	1	-3794.54497898697446	6.29285151112183172	0.0327342825920839547	1	0.5	0.00664437595399888607	0.0101977595671072421	0.00966232522118342166	2	-974.980172938611986	10.8798560362336936	0.0133747894818213049	1	0.5	0.00260014900778084753	0.00103437627795736008	0.00173063247400970059	0	-1213.8023894134792	7.79432835948203362	0.0101392418392142591	1	0.5	0.000941593252317128463	0.000999731583583188298	0.00115037267511310256	3	-452.422832521436305	9.6309410015124115	0.00387427997093861727	1	0.5	0.00105031210095994382	0.00101975783188021471	0.000974097330764561405	4	-1221.16749717992388	11.2596616170495203	0.0295860235902625571	1	0.5	0.00588971472562884249	0.00248001211226082973	0.00425391281328698755	5	-744.045009587863774	5.04899150323551638	0.00751039651423350205	1	0.5	0.000147250866813830947	0.0012563298555627858	0.000727261413099568213	0	-2004.61978459825377	10.3460222378263218	0.0101392418392142591	1	0.5	0.00603896077750248547	0.00133518782062969532	0.00386273139518091609
850	-13997.2015650661524	55.2338255201356247	6	7.5	0	-3594.77091353845026	-10.2685508999582957	0.00831370129758306209	1	0.5	0.00227195981943522241	0.0144577755507086705	0.0138450104643801936	1	-3794.6812135764194	4.82165712193478413	0.0328550748733369632	1	0.5	0.0069667709258159783	0.0110339803471556433	0.0107318522743140281	2	-973.94204028517197	10.6330334947362992	0.016458550657529443	1	0.5	0.00459080026168308744	0.00117350303214342443	0.00264604312715854611	3	-1212.3681999323444	8.6607511348580033	0.0099807792001099984	1	0.5	0.000799145578549044847	0.00108821416729105048	0.000831031491525736432	4	-450.692418454255005	7.70184191755201297	0.003111080541972038	1	0.5	0.000502360565163255043	0.000947843157606192933	0.000769194542898487188	1	-1221.65026173778301	10.7431724833807891	0.0328550748733369632	1	0.5	0.00645362985775290755	0.00308419597999840369	0.00435646497369761385	5	-744.771873958248875	4.38366880307868101	0.00535323123215067451	1	0.5	0.000113514425812739816	0.001510658972166262	0.000870578668165378276	3	-2004.32464358347988	5.44760425999631792	0.0099807792001099984	1	0.5	0.00825953509697981321	0.00134692684343690324	0.00619573415520654428
900	-14014.8800844330126	63.555825742647059	5	7.5	0	-3597.1731335766508	-6.2208839708264243	0.00974224378927227713	1	0.5	0.00237802033399885744	0.0145870064025745965	0.0131236967569043263	1	-3797.26017980934375	7.22650812521031938	0.0226682472032053509	1	0.5	0.00490516856709372149	0.0107405486787251741	0.00865934040904339265	1	-975.442700517941603	11.3048405453869449	0.0226682472032053509	1	0.5	0.0047766893182653019	0.00188681704409096357	0.00307071437312893877	2	-1212.27347710197364	5.80336303977976087	0.00716741805049103415	1	0.5	0.000605776778323488161	0.000764639397406738927	0.000546989311127211455	3	-457.984671835962445	10.767088865619403	0.00894780119166285227	1	0.5	0.00174313011234624327	0.00116059799186658081	0.00148917553580414338	1	-1222.93735892515974	11.0430862392388462	0.0226682472032053509	1	0.5	0.00495808371003564514	0.00236930211961424234	0.00405532271114996887	4	-744.925737639280896	4.94967358914682265	0.00685768382554360033	1	0.5	0.000125105347983687278	0.00148767828605781728	0.000811444161230002146	4	-2006.88282502669927	9.42952575625405842	0.00685768382554360033	1	0.5	0.00513443576158661638	0.000783365560464025618	0.0032168747576418414
950	-14007.4273721375212	66.868855382346382	6	7.5	0	-3599.31917332611783	-5.21437332201648118	0.00809575559388586545	1	0.5	0.00210451538717536723	0.0139999984694828689	0.0123143834143409989	1	-3795.00996151688742	7.50313856918325683	0.0266049395059425806	1	0.5	0.00559251892762161439	0.00979545064765858543	0.00858585703455114375	1	-976.587359426308922	10.5858455118646937	0.0266049395059425806	1	0.5	0.00417374957849727182	0.00208697164428015957	0.00362161878372682135	2	-1211.88940633975199	8.67699715600752697	0.00890679126750066469	1	0.5	0.000689532250081898519	0.000939872564550324149	0.000793979204678586467	3	-451.840222551335614	8.16953702547345628	0.00598605976473764925	1	0.5	0.00140006263800054854	0.000415114720146961605	0.0009092838984216011	4	-1222.8153381562222	10.7004786734742474	0.0317933147485123038	1	0.5	0.00606222312235542553	0.00375130917865763424	0.00439568372618849134	2	-743.05110875005505	3.96914277000234605	0.00890679126750066469	1	0.5	0.000162994052765586136	0.000905688972562195796	0.000462944998795818477	5	-2006.91480207084214	10.7154819037720337	0.0081659580218204058	1	0.5	0.00594495703093116026	0.0030128091736584448	0.00494158164939603479
1000	-14010.3778320064594	77.0778126436169657	7	7.5	0	-3598.05963946675456	-4.23506122188551259	0.00867353297187744426	1	0.5	0.00215610279112385178	0.0181146060916645493	0.0141495504689378385	1	-3797.32805286402345	6.80382635474294162	0.0230669288811836855	1	0.5	0.0050453744383822793	0.0117819557194192327	0.00892783542142483108	2	-974.790146711669195	10.575881849212589	0.0179215363479884489	1	0.5	0.00347924417747839942	0.00208686273551761739	0.00324955405463261612	3	-1211.83393799977489	8.08370536433469411	0.00869207695186301893	1	0.5	0.000716675384819398628	0.000939464156675989012	0.000726561998753310874	4	-452.62492925053283	9.24531133497879409	0.0044198915971966346	1	0.5	0.00169747126166810199	0.000572352681354810935	0.00110221138131265449	5	-1221.91196969723774	11.5300778766644285	0.0272870258079604758	1	0.5	0.0051930313163085929	0.0022388193050547271	0.0036096555301790745	6	-744.54136492855605	6.45386182727552082	0.00811513916449508113	1	0.5	0.000295345844061779372	0.00120911227117600053	0.000667473769815638452	3	-2009.28779108790968	11.0998602391943635	0.00869207695186301893	1	0.5	0.005102680646721495	0.00476993673688943555	0.00522282759875446895
1050	-14012.3444085677238	71.7337413067622549	6	7.5	0	-3599.08153023756586	-3.10710746333904808	0.00975429539611786037	1	0.5	0.00235609321619963336	0.016768370647153738	0.0133667445257802889	1	-3796.98187049062426	6.1252188060479611	0.0232018737295430905	1	0.5	0.00511506598078407225	0.00806940996102367691	0.008410286547396938	2	-975.06294914704813	11.9815492659151808	0.0182631823133263607	1	0.5	0.00312843584645515482	0.00209591844389980277	0.00267361181391902918	3	-1211.93009284268055	8.03323874524521031	0.00718218937893967853	1	0.5	0.000790109782891313512	0.000935234574267010529	0.000978132087016552213	3	-455.729774125263418	10.1145321258131489	0.00718218937893967853	1	0.5	0.000883599454862370962	0.00161875657596867928	0.0012880515071316428	4	-1222.08382992665383	10.7025529711593244	0.0271234085899287915	1	0.5	0.00676603777610604307	0.00253972384384865612	0.00436283335682827785	5	-744.417161552864627	5.66488146274729587	0.0095710559150725006	1	0.5	0.000410394446160582181	0.000956106193487781431	0.000556066018892595521	0	-2007.05720024502261	11.0105869406407777	0.00975429539611786037	1	0.5	0.00461286728458470442	0.00271697926670773837	0.00412911497033388239
