generation	ln_likelihood	ln_prior	number_of_events	concentration	root_height_index_E3	ln_likelihood_E3	ln_prior_E3	root_height_E3	mutation_rate_E3	freq_1_E3	pop_size_E3	pop_size_W3	pop_size_root_E3	root_height_index_W8	ln_likelihood_W8	ln_prior_W8	root_height_W8	mutation_rate_W8	freq_1_W8	pop_size_W8	pop_size_E8	pop_size_root_W8	root_height_index_E10	ln_likelihood_E10	ln_prior_E10	root_height_E10	mutation_rate_E10	freq_1_E10	pop_size_E10	pop_size_W10	pop_size_root_E10	root_height_index_E	ln_likelihood_E	ln_prior_E	root_height_E	mutation_rate_E	freq_1_E	pop_size_E	pop_size_W	pop_size_root_E	root_height_index_E13	ln_likelihood_E13	ln_prior_E13	root_height_E13	mutation_rate_E13	freq_1_E13	pop_size_E13	pop_size_W13	pop_size_root_E13	root_height_index_W14	ln_likelihood_W14	ln_prior_W14	root_height_W14	mutation_rate_W14	freq_1_W14	pop_size_W14	pop_size_E14	pop_size_root_W14
850	-8467.41646959479476	60.9273740987955534	5	7.5	0	-647.75365867086748	8.05647302157276712	0.0212952881785040127	1	0.5	0.000335090480393747533	0.00195058056008489268	0.00112424035028235161	1	-4401.97291184342976	5.30603228640202218	0.0142412146930336707	1	0.5	0.00641677971088551978	0.00689412375221200996	0.00874557196655103425	2	-702.12476700908644	9.83023048253062726	0.0148107897300491648	1	0.5	0.00114438843418439599	0.00116824276370905921	0.0010514226615922224	3	-498.397105858324608	7.57508465458863256	0.0040957884880232975	1	0.5	0.000440461368317613289	0.000939227860109951847	0.000695740450762430342	2	-1298.7310270894302	11.0977118006060635	0.0148107897300491648	1	0.5	0.00181939248532522312	0.00132137916262536708	0.00152974405796660394	4	-918.436999123656165	5.22505363400635048	0.000935577851157005924	1	0.5	0.0027482184219552331	0.000261087444148520224	0.00184129348844555519
900	-8466.19323786297173	69.7014417529792638	6	7.5	0	-648.398320567485712	8.72407649094904158	0.0209746760217708501	1	0.5	0.000509594114909365701	0.00148702425978600346	0.0010251441758645423	1	-4401.43281630059664	7.45134433562756726	0.00928005687181008253	1	0.5	0.00584249616450652209	0.00518224989084764553	0.00700884287814297624	2	-703.740266292116871	10.4804706013055693	0.0290794133590705876	1	0.5	0.00108179409479556253	0.00149444006322516348	0.0012870666593206596	3	-496.667318673578166	6.46224681605069406	0.00550768917010715717	1	0.5	0.000497900438354347192	0.000546754912096470065	0.000551486288865037913	4	-1297.80912080775443	11.5799121812784591	0.0202200360661013052	1	0.5	0.00181916857333835587	0.00190047587207581173	0.00178828864217727129	5	-918.145395221439117	7.71721844093255882	0.00202367283974778977	1	0.5	0.00234275783475486289	0.000323113477435550819	0.00120430615694246774
950	-8470.30926911919596	61.5530382644543721	4	7.5	0	-650.568003539148435	9.25598943374773597	0.0184238982399698922	1	0.5	0.000629124269678332077	0.00149165553125156524	0.00101598923625967168	1	-4403.53092996594023	8.21707472379235426	0.014553550624480974	1	0.5	0.00710223181948635516	0.0082628111299416062	0.00816385619582032235	0	-701.299602680657358	10.2059314215787538	0.0184238982399698922	1	0.5	0.00114627213332662236	0.00146765815512522749	0.00118659226779346057	2	-498.238166718047523	7.96968915876535888	0.00437903099239306346	1	0.5	0.000861318050667260558	0.000812911153135324987	0.000721586532282017805	1	-1298.96579219862792	10.6313651104342703	0.014553550624480974	1	0.5	0.00143121435429741811	0.00173736740547813964	0.00140851905761068597	3	-917.706774016774602	6.39968963252921341	0.00145634137344387315	1	0.5	0.00158668868192657483	0.00025446497071889327	0.000810282371794861125
1000	-8471.55674912608265	73.8025537982470752	6	7.5	0	-648.520603528545166	8.68445224899699753	0.0210570509960639925	1	0.5	0.000534176027439712208	0.00133509419492785879	0.000895617633618925151	1	-4401.37316818481304	9.27362666927571055	0.0115362479599913081	1	0.5	0.00617775042469000894	0.00651280878687639491	0.00708140484554338045	2	-703.585528687169926	11.0685944461779719	0.0259232308015655798	1	0.5	0.0018177179619850688	0.00148953360991627474	0.00152753066836599127	3	-498.894326285630598	9.07719008137822669	0.00918508491894385465	1	0.5	0.00106274574078256824	0.000785562782237957309	0.00096669510728634566	4	-1299.78580542078635	10.4936725370603128	0.0165129524341314365	1	0.5	0.00246681348671462129	0.001374933001252581	0.00165044198144782849	5	-919.397317019137404	7.74935184830495771	0.00117604641573659579	1	0.5	0.00156888214875603718	0.000369912365042838803	0.000886999560668450763
1050	-8472.90465217730161	72.4565051371845783	5	7.5	0	-646.956287785271797	7.23278509473594156	0.0210902919249703648	1	0.5	0.000324243618436775524	0.00118093033219326634	0.000740347282587338327	1	-4404.56452113703745	10.189748942893587	0.0102315997854091432	1	0.5	0.00636925166815798059	0.00592082045351560986	0.00593536030638815246	2	-701.604589250114259	10.8252957697185188	0.0206205449776088387	1	0.5	0.00116555056913175215	0.00178878234257294293	0.00150662048477643207	3	-500.446212709721067	10.3712869273606145	0.00496828516089153557	1	0.5	0.00110222864115826864	0.00135997591080348431	0.0012234892056982357	0	-1298.89255165581176	11.8582587698024007	0.0210902919249703648	1	0.5	0.0022321885969792234	0.0020855527302004709	0.00206503404401786042	4	-920.440489639346083	8.47920502820258548	0.00183657323806885129	1	0.5	0.00362813453685871838	0.000371611787420200648	0.00203472860301510527
1100	-8468.7146936059562	66.7583471593281672	5	7.5	0	-645.546808043591113	6.49135224596190596	0.023632247787933023	1	0.5	0.000220409406847849515	0.00141724985306227445	0.000809187789670659757	1	-4400.45186688145441	7.6452537783465182	0.0119596660132265682	1	0.5	0.00599687091950638299	0.0067838518071568106	0.0077936669457342421	1	-703.622230742902047	10.1526817096433213	0.0119596660132265682	1	0.5	0.00112031102670154996	0.00161536277725746365	0.00149643900235912311	2	-500.913147468566194	9.6066894668941849	0.0075664503979199528	1	0.5	0.000738789955922178982	0.00170619695823768245	0.00130059371951453721	3	-1298.41778061412742	11.7916286146926161	0.01963315367069636	1	0.5	0.00184331303059022161	0.00232463982521263594	0.00201654684532003806	4	-919.762859855314673	8.25920781091397771	0.0028396879331258275	1	0.5	0.00264409166920174339	0.00038738464842541444	0.00136952416992397051
1150	-8466.45315919198219	56.6243050936998031	4	7.5	0	-645.417693643206007	5.7308581087710202	0.0279337510958573496	1	0.5	0.00014442314759064955	0.00196353202659688489	0.00104563783248514818	1	-4399.77353746829067	6.87508188686333455	0.0105055791964746154	1	0.5	0.00676528116799278174	0.00694338404646200127	0.00845674443619812491	2	-701.977222830605456	9.43413898048791566	0.0195159966775994183	1	0.5	0.00138772104095558567	0.000986028705551025928	0.00103600522174932225	1	-499.688989731403353	9.31089828031337419	0.0105055791964746154	1	0.5	0.000966310936475639178	0.000927031998424352128	0.000898798462747243758	2	-1298.51869283510655	10.0013988981631385	0.0195159966775994183	1	0.5	0.00192390163059524529	0.0023447829146028107	0.00172853082494815583	3	-921.077022683370046	8.57174787183567233	0.00258867142376964553	1	0.5	0.00216706830646786223	0.000544759126676924829	0.00152422914197607173
1200	-8468.01006877951659	59.2003341294094554	4	7.5	0	-647.863019934152248	5.81767467837113372	0.0191659921942812263	1	0.5	0.000165585205565734595	0.00210980233810193103	0.0010315102343912046	1	-4400.2831699641265	8.1693553680973281	0.0107182066213013932	1	0.5	0.00688782775759468318	0.00616922569670334733	0.00771268087325542757	0	-701.66041713698371	11.0648433966401996	0.0191659921942812263	1	0.5	0.00135939205518909641	0.00169406975060626993	0.00149786591587972961	1	-499.589542425884815	7.6539997138335103	0.0107182066213013932	1	0.5	0.000932869461464486648	0.000830904459743294905	0.00103043909619057934	2	-1299.86595214656631	10.3959494212860868	0.0171589957645564908	1	0.5	0.00141320517369881646	0.0027016888231288067	0.00174464332891167279	3	-918.747967171802202	8.26249522931012592	0.0021424512675047064	1	0.5	0.00229966030156867349	0.000378567138262863245	0.00123137051035157206
1250	-8467.87696500854145	58.0510378347064631	4	7.5	0	-645.240530945959335	6.31299261119401223	0.0270697395602549767	1	0.5	0.000214656043427306049	0.00142727395962360449	0.000774035911816515804	1	-4402.49023004766605	9.81249459466188512	0.0117016232543836942	1	0.5	0.00650453007801684354	0.00647211153565614618	0.0066311885213690561	2	-703.250217729260157	11.4046038486768282	0.0245904599320203796	1	0.5	0.0017760403817644421	0.00165259713519824085	0.00172861887788143651	1	-499.295494348912428	7.96664917116491011	0.0117016232543836942	1	0.5	0.000752696661780518153	0.00073358632165969914	0.000672705434421277276	0	-1300.74884012342136	10.252826891572159	0.0270697395602549767	1	0.5	0.00201447022677203385	0.00197661218041666857	0.00164920017825249889	3	-916.851651813323315	6.05810998943028522	0.001750379039631717	1	0.5	0.00185178092953815709	0.000211601499387733269	0.00114653017530431337
1300	-8469.7488392252053	70.4459589950736103	6	7.5	0	-647.86693833501522	8.29668491371003469	0.0228600491769140463	1	0.5	0.000476995432919647745	0.00165702789034599999	0.000955357850691032802	1	-4403.53272980060319	7.84457336507556846	0.0123144203431994944	1	0.5	0.00528731508045112049	0.00832606085587063102	0.00798766640740903623	2	-703.893469539924013	11.09348133573274	0.0150416304371450999	1	0.5	0.00189609499542083872	0.0016126381067624112	0.00159084209516810373	3	-497.895055543133935	8.16535381001853366	0.00520298567327672108	1	0.5	0.00135550523465704175	0.000446140158003840461	0.000940780342795800753	4	-1299.24351057149306	11.1031946587449006	0.0239151106263673606	1	0.5	0.00210986751775965511	0.00158876829343134449	0.00166235880494290254	5	-917.317135435035311	6.03459931157508578	0.00153236093789145978	1	0.5	0.00365406060668507131	0.000164139160954379133	0.00176317644016409179
