generation 5000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
LeafPopulationSizeScaler0	7739	6607	1	0.04	0.550695	
RootPopulationSizeScaler1	6733	7638	1	0.04	0.235842	
LeafPopulationSizeScaler1	7719	6669	1	0.04	0.289401	
RootPopulationSizeScaler2	7412	6998	1	0.04	0.301223	
LeafPopulationSizeScaler2	8353	5952	1	0.04	0.691729	
generation 45000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	17942	0	10	0.4	none	
TimeSizeRateMixer	13221	13113	5	0.2	0.230111	
TimeRootSizeMixer	7693	8087	3	0.12	0.217969	
EventTimeScaler	50544	49742	1	0.04	0.399742	
RootPopulationSizeScaler0	7918	8223	1	0.04	0.319625	
LeafPopulationSizeScaler0	8669	7487	1	0.04	0.555691	
RootPopulationSizeScaler1	7506	8653	1	0.04	0.236047	
LeafPopulationSizeScaler1	8583	7566	1	0.04	0.291197	
RootPopulationSizeScaler2	8293	7874	1	0.04	0.303249	
LeafPopulationSizeScaler2	9290	6812	1	0.04	0.698434	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	20019	0	10	0.4	none	
TimeSizeRateMixer	14594	14626	5	0.2	0.230923	
TimeRootSizeMixer	8521	8968	3	0.12	0.218993	
EventTimeScaler	55844	55691	1	0.04	0.40115	
RootPopulationSizeScaler0	8753	9144	1	0.04	0.320892	
LeafPopulationSizeScaler0	9545	8361	1	0.04	0.559675	
RootPopulationSizeScaler1	8323	9598	1	0.04	0.236753	
LeafPopulationSizeScaler1	9479	8421	1	0.04	0.293062	
RootPopulationSizeScaler2	9154	8768	1	0.04	0.304879	
LeafPopulationSizeScaler2	10244	7633	1	0.04	0.705687	
generation 55000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	21986	0	10	0.4	none	
TimeSizeRateMixer	15992	16158	5	0.2	0.231588	
TimeRootSizeMixer	9363	9949	3	0.12	0.219628	
EventTimeScaler	61179	61482	1	0.04	0.40266	
RootPopulationSizeScaler0	9597	10145	1	0.04	0.321528	
LeafPopulationSizeScaler0	10437	9270	1	0.04	0.562556	
RootPopulationSizeScaler1	9188	10550	1	0.04	0.237226	
LeafPopulationSizeScaler1	10354	9375	1	0.04	0.294133	
RootPopulationSizeScaler2	10037	9705	1	0.04	0.306227	
LeafPopulationSizeScaler2	11187	8515	1	0.04	0.711195	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	23957	0	10	0.4	none	
TimeSizeRateMixer	17432	17770	5	0.2	0.232236	
TimeRootSizeMixer	10159	10874	3	0.12	0.220034	
EventTimeScaler	66535	67237	1	0.04	0.404093	
RootPopulationSizeScaler0	10450	11133	1	0.04	0.321993	
LeafPopulationSizeScaler0	11381	10165	1	0.04	0.566057	
RootPopulationSizeScaler1	10067	11494	1	0.04	0.237869	
LeafPopulationSizeScaler1	11242	10314	1	0.04	0.295375	
RootPopulationSizeScaler2	10891	10698	1	0.04	0.307024	
LeafPopulationSizeScaler2	12179	9367	1	0.04	0.717399	
generation 65000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	25931	0	10	0.4	none	
TimeSizeRateMixer	18825	19383	5	0.2	0.232786	
TimeRootSizeMixer	10940	11783	3	0.12	0.2207	
EventTimeScaler	71774	73022	1	0.04	0.405265	
RootPopulationSizeScaler0	11275	12105	1	0.04	0.322488	
LeafPopulationSizeScaler0	12314	11046	1	0.04	0.569026	
RootPopulationSizeScaler1	10860	12519	1	0.04	0.237837	
LeafPopulationSizeScaler1	12158	11194	1	0.04	0.296893	
RootPopulationSizeScaler2	11771	11633	1	0.04	0.307981	
LeafPopulationSizeScaler2	13175	10200	1	0.04	0.723219	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	27865	0	10	0.4	none	
TimeSizeRateMixer	20208	20938	5	0.2	0.233309	
TimeRootSizeMixer	11753	12707	3	0.12	0.221272	
EventTimeScaler	76990	78779	1	0.04	0.406246	
RootPopulationSizeScaler0	12110	13084	1	0.04	0.323067	
LeafPopulationSizeScaler0	13177	11992	1	0.04	0.571076	
RootPopulationSizeScaler1	11741	13441	1	0.04	0.238417	
LeafPopulationSizeScaler1	13016	12123	1	0.04	0.297694	
RootPopulationSizeScaler2	12666	12562	1	0.04	0.308965	
LeafPopulationSizeScaler2	14180	11009	1	0.04	0.729326	
generation 75000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	29818	0	10	0.4	none	
TimeSizeRateMixer	21579	22505	5	0.2	0.233805	
TimeRootSizeMixer	12571	13632	3	0.12	0.221785	
EventTimeScaler	82197	84549	1	0.04	0.407234	
RootPopulationSizeScaler0	12958	14039	1	0.04	0.323607	
LeafPopulationSizeScaler0	14110	12888	1	0.04	0.574146	
RootPopulationSizeScaler1	12574	14394	1	0.04	0.238891	
LeafPopulationSizeScaler1	13881	13060	1	0.04	0.298353	
RootPopulationSizeScaler2	13544	13487	1	0.04	0.31002	
LeafPopulationSizeScaler2	15146	11876	1	0.04	0.73397	
