generation	ln_likelihood	ln_prior	number_of_events	concentration	root_height_index_W1	ln_likelihood_W1	ln_prior_W1	root_height_W1	mutation_rate_W1	freq_1_W1	pop_size_W1	pop_size_E1	pop_size_root_W1	root_height_index_E3	ln_likelihood_E3	ln_prior_E3	root_height_E3	mutation_rate_E3	freq_1_E3	pop_size_E3	pop_size_W3	pop_size_root_E3	root_height_index_W5	ln_likelihood_W5	ln_prior_W5	root_height_W5	mutation_rate_W5	freq_1_W5	pop_size_W5	pop_size_E5	pop_size_root_W5
500	-6375.56630531988503	27.4369373680547746	3	7.5	0	-1405.83764603015175	11.6012460442150243	0.0587079519819697498	1	0.5	0.00190916294426145424	0.00381710948286894747	0.00304107248307498683	1	-3842.89168414550431	2.95902334916936383	0.010473677909660941	1	0.5	0.0143773294008546788	0.00549218168143405985	0.0118891601086499061	2	-1126.83697514422875	8.45429010012154691	0.0211341777323412992	1	0.5	0.00436455986185850693	0.0004373952654406517	0.00219570724849793867
550	-6372.83502367419715	27.339830434094992	3	7.5	0	-1405.57615037474102	11.1437818584621482	0.0559123035369724977	1	0.5	0.00187306362259375228	0.00415836640691345447	0.00266812337987786755	1	-3841.73024720501462	2.59543951918060856	0.007972197806025344	1	0.5	0.0147972755532105229	0.0041834693157581657	0.011628927839618837	2	-1125.52862609444151	7.9507917183921144	0.0141569116458613187	1	0.5	0.00518167338617966759	0.000366441094570887861	0.00282952935131614665
600	-6372.50388040783128	27.1933444170017324	3	7.5	0	-1405.71857562123523	10.8166693496849931	0.0546199566494072752	1	0.5	0.00205120194308927584	0.00379964481752288709	0.00335227155309838609	1	-3840.59937309450197	1.43635308519396432	0.00843823538950710592	1	0.5	0.0132223884343174395	0.00543535521790287305	0.0122504625746528654	2	-1126.18593169209339	9.45310853772199167	0.0166092598865381705	1	0.5	0.00419118526190720864	0.000572692387527154434	0.00230095607660264464
650	-6371.66501342881475	22.7104827794280659	3	7.5	0	-1406.17630966896445	10.6659756939785133	0.0608256633624816093	1	0.5	0.00228574517634936485	0.00383680853860166428	0.00355811253070360172	1	-3839.12247037585712	-2.27870295984564564	0.0068088609938817355	1	0.5	0.0137848426620145945	0.004774039374828426	0.0133607857940875475	2	-1126.36623338399295	9.05400058396145013	0.0142129673997595362	1	0.5	0.00425206689561259503	0.000649980579267090005	0.00272962275459412819
700	-6375.58684333977362	26.0823756811238816	3	7.5	0	-1406.82993292185552	9.97019517601168559	0.0607620867114949045	1	0.5	0.00172259028018288966	0.00522889390637617558	0.00291454767427786225	1	-3843.17209040507441	2.92547684831345478	0.00915506011928151134	1	0.5	0.0122047898469979411	0.00465041094687914606	0.010929107715623932	2	-1125.58482001284347	8.20793421801756651	0.0148347451508721861	1	0.5	0.00445418562052063687	0.000393231463783992564	0.00223429160023379952
750	-6378.15136286736197	18.3112653102065366	2	7.5	0	-1408.36751853618694	11.9587838092291392	0.0657341686841897421	1	0.5	0.00334103569909277587	0.00434730057012484069	0.00379790528796691449	1	-3840.622344281408	-0.334169153306682176	0.00773503327483553767	1	0.5	0.01376395086282153	0.00550691744602747283	0.0131406281614706039	1	-1129.16150004976703	7.19968541977092613	0.00773503327483553767	1	0.5	0.00679824062940685703	0.000384768036831472455	0.00338213762619726408
800	-6382.22496859071452	29.6104607646255573	3	7.5	0	-1408.6106207446619	12.0319426615094613	0.0576197200722390335	1	0.5	0.00350796065543675529	0.00346159670579871542	0.00361406902002731805	1	-3842.34882004016163	2.09745829327959399	0.00988129985462612992	1	0.5	0.0128073226342045998	0.00616544994505663878	0.012180333105163775	2	-1131.26552780589077	10.8501721235140387	0.0207296895793705506	1	0.5	0.00474122516763777774	0.00117512159479157244	0.00296176639930145541
850	-6375.01343775286205	29.3113870112570432	3	7.5	0	-1407.2532440386326	11.6585121500722835	0.0531108031067687794	1	0.5	0.00319079759566064016	0.00406060388801142078	0.00391958332463204946	1	-3841.01997561650887	2.09506739886746018	0.00922000183940575174	1	0.5	0.01349069626204287	0.00546646567310573369	0.0120920301165700263	2	-1126.7402180977208	9.54789963909011519	0.012109703191013994	1	0.5	0.00403123271977493414	0.000581137804135312391	0.00232098773652256608
900	-6372.56941073502003	26.5525936320680032	3	7.5	0	-1405.7032485520067	11.0780882994344196	0.0526801092574033444	1	0.5	0.00202800244219579614	0.00393458767205306231	0.00334523257555497397	1	-3841.11579597540413	1.36161565510534643	0.00845250082329532942	1	0.5	0.0133694566642203715	0.00568710348798918443	0.0124518351258392571	2	-1125.75036620760989	8.21186152108802148	0.014396694724359534	1	0.5	0.00404310523985003216	0.000464342559055525418	0.00252507750265465371
950	-6373.77749931223389	25.1330101137143487	3	7.5	0	-1405.84115347792886	11.4776325826407408	0.0591428546627246129	1	0.5	0.00194962983505367706	0.00466893266159313682	0.00309951891637322502	1	-3841.89235246272074	1.64228345560093203	0.00992515698358605904	1	0.5	0.0160090779475203747	0.00540171326498766358	0.0128410742381959153	2	-1126.04399337158407	7.03083805030834696	0.0156490144715063957	1	0.5	0.0061078833143506624	0.000384249546895132452	0.00285766182454646762
1000	-6373.44075509035429	27.5302673137720042	3	7.5	0	-1406.11086839328004	11.6530921372980885	0.0553179848207298736	1	0.5	0.00240888203294252392	0.00473307522844071665	0.00335990227534116708	1	-3841.13201332203062	1.67214949200779017	0.00884818507017637833	1	0.5	0.0158832794452190701	0.00503292484278296693	0.0126781716357167815	2	-1126.19787337504386	8.55333835792989916	0.013856543213191826	1	0.5	0.00380256266602766206	0.000535910368417913483	0.0024438394188661572
1050	-6379.2223769812208	21.1892201954010631	2	7.5	0	-1407.48805810663271	11.5214697365544403	0.0621183392234569837	1	0.5	0.00316881489633133668	0.0042906093989999736	0.00406329213309656202	1	-3840.51663231375505	0.337775528672981551	0.00903222650569308894	1	0.5	0.0165045048958096865	0.00482788016530745923	0.0134188509099691707	1	-1131.21768656083259	9.61114607267296606	0.00903222650569308894	1	0.5	0.00603048030030441107	0.000929342797087759072	0.00322076338809027755
1100	-6370.77177168797971	25.9794641850006016	3	7.5	0	-1406.09666611758416	11.5794908442314934	0.0505301941964526602	1	0.5	0.00182961820658727298	0.00441577810990120313	0.00320290406758468125	1	-3838.36566499881474	-1.26077050728744666	0.00747604641554952456	1	0.5	0.0150417154990860735	0.00397857073597447913	0.0131296497094359043	2	-1126.30944057158149	9.23321889571537824	0.0122580962340464172	1	0.5	0.00474269097527297255	0.00057734452975953662	0.00274629876925326514
1150	-6380.47622309489998	26.8183094500795356	3	7.5	0	-1408.17593222927962	10.8952967805641485	0.0700940788317966079	1	0.5	0.00165013750657785094	0.00495463763104939028	0.00297627865852455624	1	-3844.14983407557384	3.42447416482158573	0.00670798095576544996	1	0.5	0.0149058280644013431	0.00419395753477629172	0.0111981205236930132	2	-1128.15045679004606	8.12397412228577664	0.013991882757818085	1	0.5	0.00486311381425748833	0.00086803809611791865	0.00229379663986945155
1200	-6373.60462373236805	28.0169190782389883	3	7.5	0	-1406.38436446268202	12.0791070338839859	0.0571546177779265474	1	0.5	0.0023676074306348549	0.00347541518138599296	0.00295151723581177795	1	-3840.71049673234938	1.58098017919233058	0.00902612560713273067	1	0.5	0.0140941609176340604	0.00552299042719896129	0.0125201168261484998	2	-1126.50976253733688	9.37415806010584163	0.0185321049338327722	1	0.5	0.00415065483101233635	0.000549909551705871969	0.00237491016703290057
1250	-6373.73216908283393	24.4607489951549901	3	7.5	0	-1405.9668343873393	11.5398666028906511	0.0512303134445891289	1	0.5	0.00195719360889104466	0.00424182979468510756	0.00286388097709951639	1	-3841.48427540669627	1.14884848902291381	0.00807545872215486779	1	0.5	0.0160249931366276271	0.00515652911247117037	0.013038596265788148	2	-1126.28105928879836	5.85581880928794973	0.0160716632631816222	1	0.5	0.00370216336772313933	0.000489955217179775825	0.0026635119457569952
1300	-6372.70556569398286	25.9934082588172046	3	7.5	0	-1406.17271563525924	11.740816414290542	0.051011011267319592	1	0.5	0.00185403293641697069	0.00368974293725783144	0.00287187544071042201	1	-3838.47530207368845	-1.5232695509505767	0.00704304580832524132	1	0.5	0.0155634924343530032	0.00410841957290445856	0.0135128275823479336	2	-1128.05754798503517	9.12852583006942808	0.0100121736397374133	1	0.5	0.00430424599037400584	0.000571584155982809441	0.00222572869402023511
1350	-6372.23810883297665	26.8811928325129195	3	7.5	0	-1406.01527888519217	11.7536339030990789	0.0540945268168041837	1	0.5	0.00212570872673650347	0.00362312677582463149	0.00265143795786156869	1	-3839.3475319947529	-0.140333678749438917	0.00679260371384642851	1	0.5	0.0145670239065929796	0.00417590094640108312	0.0126679058365976593	2	-1126.87529795303203	9.15078767076339261	0.0124814064648108881	1	0.5	0.00349400957696311808	0.000472898902759250517	0.00193776997147453904
1400	-6380.03205655421152	29.0985618758851956	3	7.5	0	-1407.48937357027762	12.109700357793173	0.0481672838016588209	1	0.5	0.00266953860541287559	0.00361081076890975997	0.00303635444296983812	1	-3844.68532792252199	3.14465319474208371	0.0070918812653220191	1	0.5	0.014464298618500869	0.00513182569665384877	0.0116694907985621776	2	-1127.85735506141145	7.39486139015611244	0.014786951970541258	1	0.5	0.0029522413373013188	0.000570214508165622848	0.00214364530609685317
1450	-6381.3678559627906	25.5988069599152155	3	7.5	0	-1409.37368602217225	12.1027844855627649	0.0708607723347337293	1	0.5	0.00312033586480995771	0.00380954200628024061	0.0034872683626238259	1	-3844.34290375642922	0.275281400840011514	0.00512176301921217665	1	0.5	0.0124981764132353866	0.00366750284070547963	0.0113048883962116684	2	-1127.6512661841889	9.41144801362622374	0.020464120416652274	1	0.5	0.00515883907423599249	0.000674750055461452599	0.00303010115045677193
1500	-6374.12285995481761	28.2045178355280122	3	7.5	0	-1406.91389574497543	11.7791571076387953	0.0545475942021047683	1	0.5	0.0020948387785211897	0.00318636898753579074	0.00280616469791156002	1	-3840.58991240177147	0.850186683755186579	0.00720063053485443718	1	0.5	0.0136176097418305823	0.0048863603320522149	0.0123364379357833436	2	-1126.61905180807162	9.58008459738801932	0.012840467165041048	1	0.5	0.00390944756555219874	0.000585210090693098718	0.00227810864006939033
1550	-6371.64409845237424	23.6692201318324962	3	7.5	0	-1406.58131851638063	10.1948428859112816	0.054844054672244763	1	0.5	0.00138889608213695623	0.00468619171850144685	0.00344782510664915073	1	-3839.06270424558807	0.0503024571364107942	0.00813001338257529453	1	0.5	0.0148558302053347791	0.00433946068161729804	0.0128023849312233224	2	-1126.00007569040508	7.37712477888809559	0.0110960182156732163	1	0.5	0.00472739572927111194	0.000493621958072055361	0.00307137542817687188
1600	-6374.00574201691779	26.060525099905	3	7.5	0	-1406.74018570416729	10.6075011551599978	0.0483074249607166745	1	0.5	0.0020459643961579406	0.00350753525214506957	0.00323223434068857333	1	-3840.07011263971617	1.04008888883758743	0.00887421179584011593	1	0.5	0.0141356216886513331	0.00535662134442966426	0.012685307716213819	2	-1127.19544367303388	7.94892320013147824	0.012717831055144211	1	0.5	0.00642965992885550282	0.000596088463359978576	0.00308705729449647781
1650	-6377.57001202523043	30.4805150024035143	3	7.5	0	-1407.07225872138838	12.1773889077452893	0.0555625418592346626	1	0.5	0.00274570086873090775	0.00337931493953496373	0.00304195430104593203	1	-3841.14792088151216	1.93986311336861661	0.00825278509643042647	1	0.5	0.0145527583060271574	0.00525647869263982069	0.0123658064976740947	2	-1129.34983242233011	10.577725575277416	0.0128688853536733754	1	0.5	0.00320253818398700358	0.000855495229647325523	0.00198382684991948999
1700	-6373.44163590315475	26.3665783079379956	3	7.5	0	-1408.06125515316012	11.5401427177117668	0.0516466030285095551	1	0.5	0.00286695356669241456	0.00529845468467171361	0.00420261205437969399	1	-3839.01142303121787	-0.558252863100825891	0.00686693553982631408	1	0.5	0.0131409269964810876	0.00434632056504102079	0.0122802563920068521	2	-1126.36895771877744	9.14981689898992201	0.0136773322577531543	1	0.5	0.00366264478580300866	0.00050817487520469877	0.00218528731643324653
1750	-6384.10847567377095	30.3514537930440191	3	7.5	0	-1408.33712043045193	11.5469602204127106	0.0478457536654430041	1	0.5	0.00279321925440329443	0.00322866441721159905	0.00333523289497161118	1	-3849.66820446487191	5.5389751351495029	0.00813326173411922822	1	0.5	0.0119520058884521711	0.00381267017051199319	0.00937538881959078252	2	-1126.10315077844757	6.55871665321344111	0.0114925531272144898	1	0.5	0.00479906397078128533	0.000592797842971938289	0.00335580207917773356
1800	-6375.05011483264025	29.0096346438701147	3	7.5	0	-1405.69584878164733	11.7554150133112358	0.0599178061913163487	1	0.5	0.00200833723663808349	0.00432434490159997603	0.00307791807619691663	1	-3843.5653336722944	3.43132993418871024	0.00828191505795895441	1	0.5	0.0143428034524094132	0.00404385276143133347	0.0110466526848005345	2	-1125.78893237869829	8.76302440272832328	0.0157412121837666244	1	0.5	0.00526673199846689442	0.000506001250722416091	0.00292173901708031635
1850	-6377.18369591007468	28.6656126124512518	3	7.5	0	-1407.2820496499894	11.7454006247435032	0.0490503341770317305	1	0.5	0.00185166957165126562	0.00330113317864752552	0.00241159141330086297	1	-3841.04902060820723	1.2032308935007876	0.0101844277215479527	1	0.5	0.0142432046798655794	0.0055250784076099433	0.0127290630082541496	2	-1128.8526256518785	9.72758208011854819	0.0154108343299965162	1	0.5	0.00571278248165862229	0.000970526259147752503	0.00303881428581312439
1900	-6376.69678684295286	27.9004369867539666	3	7.5	0	-1407.16804486947399	11.8951645129664918	0.0533622089206357703	1	0.5	0.00305699713756145105	0.00458454091748602011	0.00381440352801957734	1	-3840.50083391314138	0.957724638892521796	0.0097352953207281729	1	0.5	0.0136232962808128886	0.00557153616478206319	0.0126440044117564262	2	-1129.02790806033818	8.95846787854178928	0.0105512825645647859	1	0.5	0.00281367148003869435	0.000484879737310041001	0.00176203014058209234
1950	-6373.41212915206233	26.3107658744823674	3	7.5	0	-1407.06160770584006	11.7070642483901359	0.059956011610743612	1	0.5	0.0030633224683657154	0.00398213265052033832	0.00379830980854753159	1	-3839.43791388610998	0.869205236673586512	0.00771375919344041011	1	0.5	0.0137406130924972343	0.00446550954362488674	0.0121504349779711657	2	-1126.91260756011252	8.02839504165686435	0.00980880208765850733	1	0.5	0.00437492421259669511	0.000521737689740818587	0.00281594591097279658
2000	-6379.72619499666689	30.4090688722183735	3	7.5	0	-1407.62291709980354	10.7979595337444998	0.0455109283287398955	1	0.5	0.00151965354425797261	0.00373015299247057277	0.00293793586091773209	1	-3845.57382465021556	3.21508452374065357	0.00595560718710002115	1	0.5	0.0124471428235146588	0.00344659363566527819	0.0102487921143913138	2	-1126.52945324664734	9.32100104870817248	0.0123228131933700025	1	0.5	0.00444328639647209329	0.000571190043025698304	0.00238467141017610152
2050	-6375.75964258669956	24.9474078949571982	3	7.5	0	-1406.22116675362895	10.564730138017584	0.0514840495822231348	1	0.5	0.00210259951982846123	0.00455793847082274547	0.00281481061455939518	1	-3842.24830060716431	-1.1412049640887858	0.0071811376018901564	1	0.5	0.0187844182859547015	0.00347535108037693016	0.0139779182706946496	2	-1127.29017522590607	9.59289970631342115	0.016564569038197266	1	0.5	0.00558122690924372448	0.00076100509195723288	0.00307139674118104937
2100	-6372.81816763255938	23.0681693547186235	3	7.5	0	-1406.50967985709258	10.3910271244700283	0.0496392634936929089	1	0.5	0.00235092953071328221	0.0047196427215325373	0.00411677613967617421	1	-3838.73224455593891	-3.63312067675317962	0.00572925146744010863	1	0.5	0.0159432961406176417	0.00335595643876488142	0.0138916524021337629	2	-1127.5762432195279	10.1341713555800013	0.0174101558941096024	1	0.5	0.00433457320163766445	0.000807189307875916641	0.00266197484777375452
2150	-6374.05388884159402	24.9098960091695112	3	7.5	0	-1406.41175720664955	10.4876966798672733	0.0494589118341970946	1	0.5	0.00196297816330601735	0.0040336464993640667	0.00250588263517313205	1	-3841.92248381805302	-0.318868507572950932	0.00537077426605364183	1	0.5	0.0159199629330682019	0.00315088412603480071	0.0126225132264268427	2	-1125.71964781689189	8.22397531432216766	0.0145389750436794255	1	0.5	0.00412349240442547605	0.000346989209804916951	0.00221005344595209732
2200	-6371.12835911921684	24.5799497715309947	3	7.5	0	-1406.20764601134692	11.6850162021437569	0.0505956784584727023	1	0.5	0.00172058969549398252	0.00389231425764083924	0.00271410383226971521	1	-3839.00227735519911	-1.5376991083792646	0.00871558022081005829	1	0.5	0.0160662337891345798	0.00475794646591949644	0.0140751405713922858	2	-1125.91843575267148	8.06390319096859898	0.0115410328221985936	1	0.5	0.00464502178256396593	0.000420003587780657815	0.00276654990970930364
2250	-6374.36563473919978	29.666497152809935	3	7.5	0	-1406.54603060352065	12.0654138590399747	0.0568547306807984237	1	0.5	0.00286115078081581155	0.00386474084709067774	0.00342225687519643121	1	-3840.67215522671768	2.13250267651664061	0.0081780574911014068	1	0.5	0.0143079240528549024	0.00483010086326528774	0.0120261688979555279	2	-1127.14744890896168	9.84794400653995439	0.0133004320904268804	1	0.5	0.00366535062412239173	0.000665533591910819349	0.00224937087977089122
2300	-6376.63391961826346	28.667468057372286	3	7.5	0	-1405.82448422324933	11.9083490468608275	0.054422052042684424	1	0.5	0.00241105170652053044	0.00413013408248162021	0.00312161148667322325	1	-3845.03622884342167	2.92315865810516229	0.0107428192861166519	1	0.5	0.0120109778442855034	0.00674427478595147293	0.0118158087137301658	2	-1125.77320655159224	8.64900533420581752	0.0175051648586545157	1	0.5	0.0045589528651888275	0.000435987726100068836	0.0024057539490881419
2350	-6382.4260241673901	30.1360708176683119	3	7.5	0	-1411.45873943677429	12.1240763526636677	0.0492755983488437285	1	0.5	0.00329643109277806762	0.00268163856498028139	0.00286117857995547755	1	-3844.0725103464024	2.06745439876433323	0.0105937006106900673	1	0.5	0.0141176244765210367	0.00684671234084384666	0.0127786813228713322	2	-1126.89477438421363	10.02066492812936	0.0154315360288170399	1	0.5	0.00408142961135972687	0.000711122137046362661	0.00235324968677429061
2400	-6382.00103405327172	31.5338915045610371	3	7.5	0	-1406.7105043553413	12.0768815234689839	0.0523572272518069287	1	0.5	0.00245591877900548346	0.00344502903518591501	0.0028306814053184505	1	-3848.11591513759549	4.17125833036074667	0.00678873754490849721	1	0.5	0.0122961502462250113	0.00329996713232119784	0.00976559435339041833	2	-1127.17461456033425	9.06380411263924657	0.013174146191824344	1	0.5	0.0031736583593969408	0.000471192402654831133	0.0018938667854608484
2450	-6372.88150748082626	23.6516224459864262	3	7.5	0	-1406.74462387988683	10.2800723461151193	0.0495391609044807668	1	0.5	0.00159656777907259215	0.00440622377145719318	0.00253424001426716351	1	-3839.53434828821901	-0.400911286693645508	0.00668200632964224394	1	0.5	0.01454489857895379	0.00357301414814932333	0.0123832616403347917	2	-1126.60253531272065	7.04630745161967553	0.0110568797858845991	1	0.5	0.00405260436961093519	0.000599326921829234759	0.00286960996141984344
2500	-6374.66141661301299	28.589491314802391	3	7.5	0	-1406.77840102700043	11.9930154697681459	0.0521919523464727531	1	0.5	0.00227739806722050729	0.00332182965911646073	0.00289692306378485026	1	-3841.16151509708016	1.74927683489803343	0.00684617126017893034	1	0.5	0.0133242651739822193	0.00392244379144584404	0.0113735952302111334	2	-1126.72150048893195	9.22778592116036478	0.0193073318730501986	1	0.5	0.00456254543342864919	0.000576929834109164122	0.00268959024728950957
2550	-6377.9995996700236	29.9937466638849912	3	7.5	0	-1407.7041983168192	10.1029454628130608	0.0469079462037873055	1	0.5	0.00241812067447774118	0.00329013336832279174	0.00343711475924224266	1	-3841.59419708858195	2.83488126905009707	0.00881913933063091342	1	0.5	0.0145396292443730358	0.0050353867368678612	0.0118193237548102972	2	-1128.70120426462199	10.3617183339281667	0.0118704848541055126	1	0.5	0.00454759291181849705	0.000919881814519998863	0.00281935100100931708
2600	-6376.71088241782945	27.5408649975701216	3	7.5	0	-1407.73738702148125	10.063990704086418	0.044539928294678649	1	0.5	0.00253280361657969759	0.00438748000707273565	0.00413310245219195189	1	-3843.42901306878275	3.76174260485964851	0.00971084100469544499	1	0.5	0.0142061579546386447	0.00497017154244781909	0.0112128443539895178	2	-1125.54448232756567	7.21284845056366208	0.015265984689482346	1	0.5	0.00495201512203905739	0.000468598719453651306	0.00317981393119541036
2650	-6379.31284230044639	28.6940191394266613	3	7.5	0	-1406.30032147189536	11.4744908966530517	0.0545253731140972198	1	0.5	0.00256772029598466289	0.0046612600701395196	0.00328049324563608243	1	-3844.06059551617318	1.16600553603129597	0.00785079954830555579	1	0.5	0.0150394953167939226	0.0033524447854275225	0.0118736780234512361	2	-1128.95192531237831	10.2108359277748129	0.0137365459173826032	1	0.5	0.00385457725248493583	0.000978321018547770836	0.00265537758938749627
2700	-6375.72261288311529	27.6699190777416106	3	7.5	0	-1405.68342906286011	10.8860155527759019	0.0541881215718266335	1	0.5	0.00190236393756632906	0.00401531327045765839	0.00254868100286023344	1	-3842.65737854324198	2.94933501815817323	0.00720050801941410704	1	0.5	0.0146066753240622002	0.00388409699654622452	0.0112675944774120532	2	-1127.38180527701297	7.93061892754595732	0.0141114609856038877	1	0.5	0.00304194360173511841	0.000345106791738958166	0.00152211670628799099
2750	-6379.57325660405331	25.5331052936867948	3	7.5	0	-1406.00390298606021	11.6621508040193156	0.0620968417317077429	1	0.5	0.00191466009647302629	0.00438321673165842623	0.00320887863429632127	1	-3844.75365572798728	0.746634394636910059	0.00894745969650561669	1	0.5	0.0189316999743846318	0.00536086146544403723	0.0131951370177379526	2	-1128.81569789000582	8.48120330498382913	0.0170641170407795847	1	0.5	0.0062380266718322485	0.000910506587624907988	0.00301562399897663171
2800	-6377.1524199003361	27.7228701338004484	3	7.5	0	-1407.75875650187186	11.3611414614139719	0.0578735624233724863	1	0.5	0.00332042722563529466	0.00473900354425368237	0.00438956330336435704	1	-3842.92466758855744	2.27229529414391251	0.00961929396421631021	1	0.5	0.0146140880598481706	0.00623175674314274675	0.0125555729462571066	2	-1126.46899580990657	8.91119322265753411	0.0152643284260212536	1	0.5	0.00373733233790948458	0.000554544985480621934	0.00189853578483975614
2850	-6370.97176073951505	21.7538068981945436	3	7.5	0	-1406.05526888863506	12.0592604911384349	0.0552109094326716926	1	0.5	0.00243264492819241732	0.00372219411218790638	0.00299288044615788132	1	-3838.62655461950226	-5.77045388451848495	0.00581105200687210936	1	0.5	0.0162944128241262198	0.00372078463097419432	0.0149598271577754422	2	-1126.28993723137773	9.53936455809798289	0.0142612675951504647	1	0.5	0.00442078007829999845	0.000617176703939965984	0.00241258802518025872
2900	-6381.86417873384198	21.9940961062772828	2	7.5	0	-1409.38065040149763	10.8059653114289524	0.0502783625124459815	1	0.5	0.00231586885791714098	0.00595337551004880994	0.00372947585169435382	1	-3845.2831372980927	1.34573884670626498	0.0108879704746503419	1	0.5	0.0182574667385612989	0.005201915407361128	0.0127880184871158112	1	-1127.20039103425233	9.12513981643601468	0.0108879704746503419	1	0.5	0.00373317847910910328	0.000539459662013481197	0.00229022488000838907
