generation	ln_likelihood	ln_prior	number_of_events	concentration	root_height_index_W1	ln_likelihood_W1	ln_prior_W1	root_height_W1	mutation_rate_W1	freq_1_W1	pop_size_W1	pop_size_E1	pop_size_root_W1	root_height_index_W2	ln_likelihood_W2	ln_prior_W2	root_height_W2	mutation_rate_W2	freq_1_W2	pop_size_W2	pop_size_E2	pop_size_root_W2	root_height_index_E3	ln_likelihood_E3	ln_prior_E3	root_height_E3	mutation_rate_E3	freq_1_E3	pop_size_E3	pop_size_W3	pop_size_root_E3	root_height_index_E4	ln_likelihood_E4	ln_prior_E4	root_height_E4	mutation_rate_E4	freq_1_E4	pop_size_E4	pop_size_W4	pop_size_root_E4	root_height_index_W6	ln_likelihood_W6	ln_prior_W6	root_height_W6	mutation_rate_W6	freq_1_W6	pop_size_W6	pop_size_E6	pop_size_root_W6
500	-6783.1148922511029	60.1861117009322228	5	7.5	0	-1151.97204846280738	11.8930274642666696	0.073176668262101327	1	0.5	0.00257061155356495862	0.00369170582210596142	0.00289993650510506117	1	-1240.90999600531541	10.8231220640962285	0.00247377380956797198	1	0.5	0.00165435148044729813	0.00122215920229465304	0.00138782428771625161	2	-2219.82902289916865	8.29471872284541689	0.00254788121097470005	1	0.5	0.00893306790423356416	0.00103873346913018697	0.00507145772568397268	3	-853.912534468637432	8.76315039233926285	0.031660313710211628	1	0.5	0.000832328953697878391	0.00153968058852696488	0.00136898056846604106	4	-1316.49129041517449	10.615729888740784	0.0111815588954464161	1	0.5	0.00414906397620463333	0.0059612760272174355	0.00553431299190879859
550	-6789.86078529087081	53.1986628479144628	4	7.5	0	-1152.38990386190858	11.999246648801936	0.0637499095615426531	1	0.5	0.00276672717760635635	0.00301662955160006191	0.00304985200368007841	1	-1241.44008688825511	8.05220871828692708	0.00404877945253334041	1	0.5	0.00155900790508518503	0.00108830506398645776	0.00162780562717002725	1	-2221.08836100644885	8.91521021163205063	0.00404877945253334041	1	0.5	0.00807032400228835552	0.00112415812593972555	0.0043256555114295275	2	-857.246980486039547	10.5837539863899934	0.036522392481008234	1	0.5	0.000908463017792209742	0.00228992150759353176	0.00162581490433402905	3	-1317.69545304821918	10.0209668607447782	0.0122092497937650018	1	0.5	0.00470228395973142001	0.00764113424695849613	0.00609712849345058969
600	-6783.13939506534916	60.9185443604159573	5	7.5	0	-1155.23575120889541	11.882284605777091	0.0538667324056293501	1	0.5	0.00259088112605865067	0.00334690612925975153	0.00272370871665504697	1	-1241.48603106421865	10.8514244448074137	0.00236025881952363781	1	0.5	0.00257641741409081687	0.0010695937660682186	0.00191047048427499407	2	-2220.68396911468517	7.33792609434564369	0.00171672092260310104	1	0.5	0.00950504119484496188	0.000885113514391207127	0.00554048950245047012	3	-850.773371561138333	8.16889736624144902	0.0352998679339017532	1	0.5	0.00084705521821235117	0.000768926829780867244	0.000718622432808081833	4	-1314.96027211641058	10.7868016540075047	0.00684814554071416521	1	0.5	0.003057594550781223	0.00608019393071803412	0.00497499008127659775
650	-6778.01925775119253	54.3871188175913005	5	7.5	0	-1155.24061203563474	11.7628966081043949	0.0621750001539569802	1	0.5	0.00286082887583703543	0.0046344410843645557	0.00389230240940903124	1	-1239.45100851976508	8.43806524743486364	0.00343007952687645213	1	0.5	0.00140560093309008926	0.000663572828238879358	0.00116892913866918028	2	-2219.77086859835617	7.03149557725456376	0.00335539406014187611	1	0.5	0.00997109831574333541	0.000818923644137296933	0.00510682474483911859	3	-849.310104269404292	7.56990776661914921	0.035131673430908783	1	0.5	0.00046418662893419596	0.000912855636722508445	0.000651915400899638012	4	-1314.24666432803224	9.10075990998817375	0.0100717433209550067	1	0.5	0.00402496335734230277	0.00692775367723675109	0.00643855122338826864
700	-6778.64293410293612	47.8565931620644918	4	7.5	0	-1152.30586278324427	10.4136326538678716	0.0685508514055676449	1	0.5	0.00247690565876276152	0.00376262298453480673	0.00255649761310972621	1	-1237.74534929062975	9.07909719844299801	0.00198616668941419688	1	0.5	0.00188545962348360147	0.000634120948671143222	0.00111951651756445297	1	-2219.57633217842704	5.13889205391541992	0.00198616668941419688	1	0.5	0.0100648486233791915	0.000711697394632979032	0.00442896720846073805	2	-853.237727493268494	8.1922463551867466	0.0303271886644689015	1	0.5	0.000821278671180209114	0.00127889971669006364	0.00122949490288931759	3	-1315.77766235736613	10.7402415807827722	0.00901405555129961532	1	0.5	0.00437162390223930133	0.00657717943462963247	0.00548435478499637464
750	-6775.32397429968933	54.9783353938898571	5	7.5	0	-1151.59986454651767	11.9027067003483147	0.0731958818194799882	1	0.5	0.00247556697746540572	0.00336897390963737144	0.00309734639654670428	1	-1239.59619967848175	8.95920626705824574	0.00308270203719641575	1	0.5	0.00148437691907070857	0.000548410519323941749	0.00102104027402871765	2	-2220.11272211732376	7.7011237007318023	0.00316771577863947124	1	0.5	0.00861990324755969491	0.000786047921492096608	0.00433112055084278712	3	-849.986461019193939	8.05337539058470142	0.0418056071685944802	1	0.5	0.000643142043994970945	0.00108283646246076651	0.000753140048286768805	4	-1314.02872693817221	9.26525972307987544	0.00678528464996104239	1	0.5	0.00357327630256961759	0.00686632104957526739	0.00612522167244719182
800	-6774.06350604788531	53.5403159524505767	5	7.5	0	-1153.06489141418683	12.0386976911223265	0.0592832676890283558	1	0.5	0.00213300681999293532	0.00287896017042862896	0.00243937192562908777	1	-1237.27353032756105	8.85798035740613798	0.00138799176166400453	1	0.5	0.00222736878995977855	0.000487094040009055187	0.00124309338737800166	2	-2222.16146865397332	9.68279643381828592	0.0044482945931853847	1	0.5	0.0078842981971673342	0.00154315654234786167	0.00461677925348258442	3	-850.036195744848555	7.82516098325945109	0.0479303231714416425	1	0.5	0.000444105473290303194	0.00104609893534838129	0.000744769785490282895	4	-1311.52741990731602	5.23300351378182071	0.00692718062879572188	1	0.5	0.00348030615883357201	0.00637927486775446972	0.00675185857551455562
850	-6776.97101574848239	53.779524876800636	5	7.5	0	-1152.5830602221497	11.5015565048998099	0.0669322917128280515	1	0.5	0.00170141633364691357	0.00258652866773867972	0.00228488904705128519	1	-1238.3598092782247	9.95561230009244724	0.00153713577814714505	1	0.5	0.00248785443863251817	0.000695201652026971695	0.00165604190196114772	2	-2222.44672284581566	6.69311324868269963	0.0042507736597405827	1	0.5	0.00796941453273067486	0.00122009205674921523	0.00566331716735352531	3	-850.373545990203525	7.98397609931756591	0.0446505425877405243	1	0.5	0.000541474923903442697	0.00123947997295015071	0.000987205926910371921	4	-1313.20787741208892	8.32560963099972895	0.00843651290820042477	1	0.5	0.00448104003139341688	0.0060108732623476149	0.00649809839719097185
900	-6777.82728787452652	57.7907371847732776	5	7.5	0	-1153.87719494495218	10.4711884094074357	0.0665496362850407364	1	0.5	0.00248309319390162134	0.00193646424949325238	0.00183543327601889917	1	-1237.2933097767077	9.20904204825789918	0.00170942169191500752	1	0.5	0.00150882875193696477	0.000599329073904071347	0.00103937633961088786	2	-2222.13919321776984	9.16200963033891114	0.00349517847302224707	1	0.5	0.00802941326907815646	0.00159773448876096525	0.00525322782182958015	3	-850.531513064093019	8.47109618824426391	0.0329347582570045996	1	0.5	0.000636294235295201431	0.00092763404331740022	0.000767975000741286649	4	-1313.98607687100343	9.92421156797628257	0.00878293946227312085	1	0.5	0.00368206838288255133	0.00583843033448369544	0.00554356247859310192
950	-6775.26673393146393	54.3039071300910408	5	7.5	0	-1152.18372214005763	11.9614174483185529	0.0773251422876215927	1	0.5	0.0024075800704813923	0.00241524160893003253	0.0022731797291177234	1	-1237.67678709477059	7.76530458673066803	0.00195709248050500049	1	0.5	0.00197005408512705878	0.000693072035985380021	0.00161061291051985351	2	-2222.55769568289452	9.06223119531405175	0.00290180276568884716	1	0.5	0.00901290662331315044	0.00173722671442432626	0.00550920993898824148	3	-849.440357575216126	7.03790707548507299	0.0343688355722962871	1	0.5	0.000501403305481614272	0.000705337765542276272	0.000641409455257937263	4	-1313.40817143852564	8.9810430601700304	0.00749091682790210996	1	0.5	0.00377409475710327588	0.00487858924205147176	0.00536812615329352108
1000	-6778.34056471322765	58.8449001232120992	5	7.5	0	-1151.93974090650613	11.9176949900122544	0.0691118562066696251	1	0.5	0.00187227077790593334	0.00280706694261189261	0.00230779039683213063	1	-1238.20986929278797	9.54513140089362722	0.00264688083526678488	1	0.5	0.0015051397934889312	0.000696350922415388523	0.00107141560692341478	2	-2224.91795779469794	10.5151596177992133	0.00335318741630171325	1	0.5	0.00712550035873892127	0.00213044684414668856	0.00452104856516998086	3	-848.860347906860284	7.5339971442632212	0.0389676818482882423	1	0.5	0.000476389828214768924	0.000837490808583261849	0.000661891999218898984	4	-1314.41264881237453	9.42113928655753696	0.00580644443135173126	1	0.5	0.00306877889657503023	0.0061762915979503407	0.0054997068029720899
1050	-6783.14204904119197	54.4831628842851501	5	7.5	0	-1151.83998775378336	11.9218256051671325	0.0680796967222615512	1	0.5	0.0023880416521559044	0.00346607499033516498	0.00307825464886997543	1	-1238.54750590875165	9.24194622204235472	0.00172617184919890703	1	0.5	0.00368349680621812316	0.000574978744135888294	0.00193074609576338648	2	-2223.92280558183529	8.57019077528480722	0.00423941411572477823	1	0.5	0.00911157834379418968	0.00252046657050541793	0.00504841250800332816	3	-849.589013550434515	4.21492441981763477	0.0445212334234866558	1	0.5	0.000534633684951356879	0.000591486927502166116	0.000434650854602943012	4	-1319.24273624638704	11.2260789081973726	0.00735534192631029198	1	0.5	0.00499970088893386677	0.00478132461570658206	0.00459314117573479067
1100	-6776.40581127987025	55.91031386441216	5	7.5	0	-1151.82737872904454	10.8550009283941726	0.0714509609950826768	1	0.5	0.00206093769913604256	0.00351582426132215171	0.00236425454455708485	1	-1239.08904191914212	9.88807862660232217	0.00189135803788224497	1	0.5	0.00328725522400744562	0.000712694576993275902	0.00183330149931810083	2	-2220.42170095921756	8.15715329788442389	0.0038424098893707721	1	0.5	0.0089774554973960103	0.00143113366967559169	0.00455812972242730739	3	-849.544265767728689	6.55339171656290986	0.0368185617758165287	1	0.5	0.0002378283081427765	0.00130767556635975001	0.00077931518574148441	4	-1315.52342390473814	10.6367396574107005	0.00680104050101213494	1	0.5	0.00421857623907571661	0.00500049146306320077	0.00521087044088443339
1150	-6777.81713001743992	56.0762494667041622	5	7.5	0	-1152.24421732849896	11.8020736192396427	0.0646684830460996091	1	0.5	0.0019260175169483907	0.00310347137012112993	0.00235409362993063438	1	-1239.83474838414213	8.89635768297552332	0.00235748233318680469	1	0.5	0.00337196737034204134	0.000520787092513489151	0.00213120629665955333	2	-2219.75810796250835	8.09001284038615864	0.00306407686654962567	1	0.5	0.00862321990686058283	0.000970931576220061322	0.0043828168204057133	3	-850.674297360476885	6.13898222938642135	0.0305956443570709127	1	0.5	0.000510518331956624576	0.000901532599803811681	0.000838362092357929078	4	-1315.30575898181337	10.0304207678939541	0.00713411770360916804	1	0.5	0.00461329726327903197	0.00453617516777130806	0.00538213147769368589
1200	-6780.74459397480859	51.6918171925473615	5	7.5	0	-1151.97695656015549	12.0093702485614386	0.0651734476746084757	1	0.5	0.00225612136557520101	0.00280746743520668939	0.00261156285733733524	1	-1240.22664328352653	2.61392907241275907	0.00202955908131584534	1	0.5	0.00346071222006618653	0.000527718988770773962	0.00280072370959677519	2	-2220.91423709661922	7.45337542866317193	0.0028078992606688901	1	0.5	0.00806263421420059384	0.00116865681198432907	0.00545938295500619872	3	-849.554449913641861	7.57287030097380764	0.0362321898768832168	1	0.5	0.000586594450496784043	0.000899656885567020519	0.000822773944141738591	4	-1318.07230712086493	11.4422050926874341	0.00676006118877668215	1	0.5	0.00428306511480551922	0.00377228641739134167	0.00438835886574097649
1250	-6778.75618568801656	54.405198875117641	5	7.5	0	-1153.03783078220408	10.6558501757604027	0.063008271722959211	1	0.5	0.00185991127148775384	0.00247315926793353512	0.00182689713680530522	1	-1239.2993131198366	7.2642829482291873	0.00184812953579321449	1	0.5	0.0034374512014091604	0.000573344878270244879	0.00245307442992463449	2	-2220.2654177762638	8.35746410322631661	0.00273178984702224324	1	0.5	0.00867136737160772997	0.00117789714764586734	0.00445829745116585376	3	-849.634860726748798	7.99907741742344314	0.0446639977339593278	1	0.5	0.000454204573678569157	0.00110968989522510853	0.000778352277668669691	4	-1316.51876328296271	10.4599931010317597	0.010066327440541355	1	0.5	0.00543331156591154649	0.00496648381811936462	0.00575850243061626268
1300	-6778.96983785543398	47.4533522901727238	4	7.5	0	-1152.82254322229915	11.7594521041379068	0.0836936490479934375	1	0.5	0.00307773297454409182	0.00293675951433093694	0.00327025525700536807	1	-1240.0808465950447	8.7606624611348991	0.00238025742014818815	1	0.5	0.00320722715944576908	0.000722775463875336842	0.00229774172348659513	1	-2219.47686228058774	6.32637839925044432	0.00238025742014818815	1	0.5	0.00948353982709057748	0.000622252944503185845	0.0045102038084376293	2	-851.95913040679568	9.13680996312631066	0.0324495758785495886	1	0.5	0.000906547365470504506	0.000940039409779168541	0.00086360921123045315	3	-1314.63045535070728	8.95919666867015607	0.00917108622421586306	1	0.5	0.00527243271208194947	0.00539339025189132862	0.00642444179047948691
1350	-6780.55980207356151	52.1255974559228932	4	7.5	0	-1152.23514172545629	11.5034024825325645	0.0646089965293522167	1	0.5	0.00214406072399271749	0.00333962565280103516	0.00244108399828585777	1	-1238.00546422945808	9.44859954467498042	0.00182319884257257621	1	0.5	0.00296165980791495125	0.000564329782332311587	0.00164051387935113479	1	-2221.88473679112576	8.55286752867541011	0.00182319884257257621	1	0.5	0.0085927070488388442	0.00104656217379106402	0.00468366650844535652	2	-849.404699828752086	6.97843743437919528	0.0341279299827687913	1	0.5	0.000470602629976707117	0.000717390501101286267	0.000551846491727940418	3	-1319.02975949877009	11.4625746484892481	0.0104458119830285433	1	0.5	0.00497181485748462819	0.00442446050538619021	0.00477370429703883638
1400	-6778.8102300020555	54.560825497245041	5	7.5	0	-1152.96624940955394	11.6291962015606636	0.0783871346533155933	1	0.5	0.00156726213388256306	0.003633234601925126	0.0026081051993059128	1	-1237.22428049371251	7.41578567575809089	0.000496781470123133415	1	0.5	0.00229966820845636105	0.00025944210632179791	0.00132323452660110144	2	-2219.63548042991169	5.16913069832374461	0.00275939881735620457	1	0.5	0.0118796485857425617	0.000982931401505737117	0.00552057618812659169	3	-852.710798890557953	9.93161864969239261	0.0372867232103282209	1	0.5	0.00102710677449176354	0.00134818798072676199	0.00126798366557972684	4	-1316.27342077831941	11.3301030651471351	0.00922387735598738552	1	0.5	0.00382561873149763485	0.00528249422487416225	0.00480117109131294236
1450	-6775.25376348991267	53.5289576741574891	5	7.5	0	-1152.07753863491303	11.5289434816469623	0.0683200252753204812	1	0.5	0.00190866237417649403	0.00262234026212487857	0.00244820769788621495	1	-1236.93102718315686	7.6860718555969747	0.000648125160108726779	1	0.5	0.00259895560502346017	0.000273926025939806529	0.00138129412743905142	2	-2219.44386594557136	7.08624919970064227	0.00316580708636696271	1	0.5	0.00923486767969573449	0.000882227779534154751	0.00443207578122394377	3	-851.5621878778162	9.01759385510899136	0.0435147925761432269	1	0.5	0.000756280107589347387	0.00137437755496113453	0.00094390573690474695	4	-1315.2391438484558	8.73047572841354125	0.00855884193989747168	1	0.5	0.00275218263174003153	0.00729260437021499262	0.00599405981843473702
1500	-6776.19128999609075	55.390347567506204	5	7.5	0	-1151.73407765593493	12.1074835496888298	0.0670675002694906125	1	0.5	0.00233078002140475011	0.00297071289073035571	0.00267149305474659532	1	-1237.03000572159749	7.12832647194541735	0.000527870871295134619	1	0.5	0.00278588115662930765	0.000278388821357174784	0.00169943785341432623	2	-2224.95761665936516	9.74332049982868043	0.00309742261490646023	1	0.5	0.0082222409581606537	0.00237723051739255689	0.0049239858381463714	3	-849.688873011536316	8.19876948879230127	0.0397091778292139042	1	0.5	0.000475595198851908778	0.00121213202769087985	0.000802104273332486083	4	-1312.78071694765754	8.0623177763589311	0.00710055818091407179	1	0.5	0.00331625152279254026	0.00699870234485660582	0.00638686897822265953
1550	-6778.68572027359005	52.7788424096397861	5	7.5	0	-1151.98237639097647	9.51651650035507402	0.0833565585197680453	1	0.5	0.0024860928642682612	0.00317348100284571468	0.00220329167294733503	1	-1237.18163343800711	7.91774647299455481	0.000947914150702728296	1	0.5	0.0027677236002831688	0.000389064745889013694	0.0013760453950640429	2	-2223.97717651011681	10.0372973784088408	0.00469269593067987451	1	0.5	0.00726619721296928919	0.0017972404002792933	0.00479749213365028831	3	-849.588752322104256	7.88354431859119842	0.0374183456839306261	1	0.5	0.000629809458621574583	0.000885530707720300916	0.000825512307677141394	4	-1315.95578161238541	9.10309346891626348	0.00938187058592076205	1	0.5	0.00428429658843413729	0.00872760012956107049	0.00701324883489406418
1600	-6776.30144270134861	53.8624487555603721	5	7.5	0	-1152.54322746159482	11.3346554127390888	0.0760477732109974963	1	0.5	0.00323228151782860686	0.00336631006766676712	0.00371255792159471115	1	-1238.17398791609935	9.24113156067031483	0.000837857420858860902	1	0.5	0.00227909805531531463	0.000505616043315208264	0.00140588990634543816	2	-2221.96541090919118	8.54884319015598493	0.00349274944859308918	1	0.5	0.00984184066916451647	0.00176198748740169584	0.00561225020640563396	3	-849.32828492180488	6.74107241952253489	0.0337371438225212428	1	0.5	0.000404818921882258342	0.000851438396062678573	0.000565861808293191136	4	-1314.29053149265837	8.49978552678237875	0.00991869721486923588	1	0.5	0.00491662710792652603	0.00656715283167486844	0.00692438248683798288
1650	-6787.43228060029924	53.2925862496350362	4	7.5	0	-1156.39377146154902	11.8344340928620078	0.0502683599974163009	1	0.5	0.00219737508458157536	0.00296440936458777001	0.00237936764287364046	1	-1236.78899022567566	5.7952042961637602	0.00119923186727774553	1	0.5	0.00134237258882545919	0.00040617076154552328	0.00106370352222631302	2	-2222.84947329115312	9.75296439418334771	0.00455277793214031723	1	0.5	0.00732019104017729398	0.00132551652389250674	0.00440003599622542166	0	-855.880005952587908	8.22772024066720675	0.0502683599974163009	1	0.5	0.00112482463918651141	0.00172813745878508504	0.00111636873866878409	3	-1315.52003966933376	8.63455241761628756	0.00630561763117844839	1	0.5	0.00453800388434319121	0.00513309379910527504	0.00600797063366742806
1700	-6781.21680945309345	57.0791222349014049	5	7.5	0	-1152.57953182544429	12.1069599271145343	0.0651722822644197064	1	0.5	0.00262874294318737921	0.00243605532474856171	0.00255614768754711553	1	-1241.77864533680145	10.8507714976279317	0.00293187489189381239	1	0.5	0.00324053357869882961	0.000972743647541460211	0.00208287626755881278	2	-2224.20250300124872	8.68324859371821134	0.00594700392626034205	1	0.5	0.0097854096910278375	0.00187521459785563896	0.00571538345399594683	3	-849.722670159463519	6.39190230668202375	0.0328333307258854498	1	0.5	0.000435077782798378278	0.000940506999667275198	0.000791111944662744888	4	-1312.93345913013468	8.64229155554674122	0.00807985222416168249	1	0.5	0.00335620829010409554	0.00616253792898229912	0.00586280032386179203
1750	-6780.44625536031526	57.2683325672271692	5	7.5	0	-1151.8302640441666	11.3493174687885947	0.0703220375815569454	1	0.5	0.002189934337685153	0.00260044862899310282	0.00210054749129843631	1	-1240.67934817512969	8.57560263699321013	0.0033558874132161901	1	0.5	0.00313006026248629967	0.000738743329034582063	0.0015826407528341177	2	-2221.19699171070852	8.94793772958338351	0.00384246573344029741	1	0.5	0.00781227432796471367	0.00111618513115644292	0.00411878697994241209	3	-850.373500846721413	9.11488625918842743	0.0390754662422741067	1	0.5	0.000770677455842080006	0.00102882492412003073	0.000878646307385962241	4	-1316.3661505835903	9.52236238310529615	0.00482570970857057555	1	0.5	0.00205717784258682658	0.00737545366902134149	0.00529747802562036043
