generation 5000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5169	0	10	0.344828	none	
TimeSizeRateMixer	6458	5556	5	0.172414	0.228747	
TimeRootSizeMixer	3692	3693	3	0.103448	0.244106	
EventTimeScaler	25273	20813	1	0.0344828	0.465463	
RootPopulationSizeScaler0	2459	2216	1	0.0344828	0.306209	
LeafPopulationSizeScaler0	2500	2083	1	0.0344828	0.597653	
RootPopulationSizeScaler1	2360	2257	1	0.0344828	0.296729	
LeafPopulationSizeScaler1	3182	1410	1	0.0344828	0.570162	
RootPopulationSizeScaler2	2396	2224	1	0.0344828	0.288241	
LeafPopulationSizeScaler2	2766	1896	1	0.0344828	0.469123	
RootPopulationSizeScaler3	2456	2220	1	0.0344828	0.310273	
LeafPopulationSizeScaler3	2901	1713	1	0.0344828	0.911593	
RootPopulationSizeScaler4	2439	2205	1	0.0344828	0.262497	
LeafPopulationSizeScaler4	2903	1737	1	0.0344828	0.393523	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	6845	0	10	0.344828	none	
TimeSizeRateMixer	8631	7560	5	0.172414	0.233185	
TimeRootSizeMixer	4944	4931	3	0.103448	0.248526	
EventTimeScaler	33002	28435	1	0.0344828	0.474421	
RootPopulationSizeScaler0	3202	3042	1	0.0344828	0.309142	
LeafPopulationSizeScaler0	3296	2874	1	0.0344828	0.611241	
RootPopulationSizeScaler1	3102	3100	1	0.0344828	0.29973	
LeafPopulationSizeScaler1	4186	1980	1	0.0344828	0.60275	
RootPopulationSizeScaler2	3123	3078	1	0.0344828	0.289798	
LeafPopulationSizeScaler2	3634	2609	1	0.0344828	0.485361	
RootPopulationSizeScaler3	3213	3037	1	0.0344828	0.313932	
LeafPopulationSizeScaler3	3755	2449	1	0.0344828	0.943428	
RootPopulationSizeScaler4	3210	3036	1	0.0344828	0.266033	
LeafPopulationSizeScaler4	3797	2434	1	0.0344828	0.407644	
generation 25000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	8624	0	10	0.344828	none	
TimeSizeRateMixer	10762	9585	5	0.172414	0.236459	
TimeRootSizeMixer	6092	6142	3	0.103448	0.250436	
EventTimeScaler	40966	36187	1	0.0344828	0.481724	
RootPopulationSizeScaler0	3896	3883	1	0.0344828	0.310982	
LeafPopulationSizeScaler0	4093	3627	1	0.0344828	0.620871	
RootPopulationSizeScaler1	3861	3892	1	0.0344828	0.302803	
LeafPopulationSizeScaler1	5119	2591	1	0.0344828	0.62547	
RootPopulationSizeScaler2	3812	3926	1	0.0344828	0.290783	
LeafPopulationSizeScaler2	4427	3360	1	0.0344828	0.495939	
RootPopulationSizeScaler3	3937	3843	1	0.0344828	0.316887	
LeafPopulationSizeScaler3	4643	3107	1	0.0344828	0.970259	
RootPopulationSizeScaler4	3976	3804	1	0.0344828	0.269345	
LeafPopulationSizeScaler4	4664	3102	1	0.0344828	0.41823	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10320	0	10	0.344828	none	
TimeSizeRateMixer	12795	11610	5	0.172414	0.239091	
TimeRootSizeMixer	7348	7478	3	0.103448	0.252442	
EventTimeScaler	48764	43879	1	0.0344828	0.487393	
RootPopulationSizeScaler0	4640	4713	1	0.0344828	0.312556	
LeafPopulationSizeScaler0	4913	4380	1	0.0344828	0.629919	
RootPopulationSizeScaler1	4580	4745	1	0.0344828	0.304409	
LeafPopulationSizeScaler1	6065	3212	1	0.0344828	0.64547	
RootPopulationSizeScaler2	4520	4783	1	0.0344828	0.291822	
LeafPopulationSizeScaler2	5239	4118	1	0.0344828	0.504305	
RootPopulationSizeScaler3	4674	4682	1	0.0344828	0.319217	
LeafPopulationSizeScaler3	5482	3853	1	0.0344828	0.986994	
RootPopulationSizeScaler4	4739	4637	1	0.0344828	0.27103	
LeafPopulationSizeScaler4	5474	3885	1	0.0344828	0.424369	
generation 35000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	12063	0	10	0.344828	none	
TimeSizeRateMixer	14766	13593	5	0.172414	0.241187	
TimeRootSizeMixer	8570	8789	3	0.103448	0.254141	
EventTimeScaler	56560	51677	1	0.0344828	0.491865	
RootPopulationSizeScaler0	5398	5500	1	0.0344828	0.31452	
LeafPopulationSizeScaler0	5656	5164	1	0.0344828	0.634911	
RootPopulationSizeScaler1	5341	5526	1	0.0344828	0.306254	
LeafPopulationSizeScaler1	6988	3850	1	0.0344828	0.661034	
RootPopulationSizeScaler2	5235	5592	1	0.0344828	0.293111	
LeafPopulationSizeScaler2	6016	4857	1	0.0344828	0.509559	
RootPopulationSizeScaler3	5419	5469	1	0.0344828	0.320854	
LeafPopulationSizeScaler3	6350	4515	1	0.0344828	1.00418	
RootPopulationSizeScaler4	5471	5435	1	0.0344828	0.272619	
LeafPopulationSizeScaler4	6303	4592	1	0.0344828	0.430825	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13820	0	10	0.344828	none	
TimeSizeRateMixer	16663	15659	5	0.172414	0.242369	
TimeRootSizeMixer	9690	10111	3	0.103448	0.254873	
EventTimeScaler	64154	59516	1	0.0344828	0.495161	
RootPopulationSizeScaler0	6137	6320	1	0.0344828	0.315927	
LeafPopulationSizeScaler0	6418	5949	1	0.0344828	0.639923	
RootPopulationSizeScaler1	6081	6320	1	0.0344828	0.307611	
LeafPopulationSizeScaler1	7878	4497	1	0.0344828	0.67359	
RootPopulationSizeScaler2	5969	6400	1	0.0344828	0.294484	
LeafPopulationSizeScaler2	6803	5602	1	0.0344828	0.514827	
RootPopulationSizeScaler3	6124	6299	1	0.0344828	0.32171	
LeafPopulationSizeScaler3	7171	5217	1	0.0344828	1.0171	
RootPopulationSizeScaler4	6221	6214	1	0.0344828	0.274351	
LeafPopulationSizeScaler4	7088	5336	1	0.0344828	0.434829	
generation 45000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15577	0	10	0.344828	none	
TimeSizeRateMixer	18631	17778	5	0.172414	0.243632	
TimeRootSizeMixer	10836	11356	3	0.103448	0.255979	
EventTimeScaler	71712	67466	1	0.0344828	0.498003	
RootPopulationSizeScaler0	6860	7134	1	0.0344828	0.317212	
LeafPopulationSizeScaler0	7197	6723	1	0.0344828	0.644354	
RootPopulationSizeScaler1	6813	7133	1	0.0344828	0.308711	
LeafPopulationSizeScaler1	8797	5138	1	0.0344828	0.686306	
RootPopulationSizeScaler2	6703	7226	1	0.0344828	0.295975	
LeafPopulationSizeScaler2	7562	6388	1	0.0344828	0.519297	
RootPopulationSizeScaler3	6848	7124	1	0.0344828	0.322649	
LeafPopulationSizeScaler3	7976	5960	1	0.0344828	1.02612	
RootPopulationSizeScaler4	6949	7020	1	0.0344828	0.275432	
LeafPopulationSizeScaler4	7907	6063	1	0.0344828	0.439174	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	17285	0	10	0.344828	none	
TimeSizeRateMixer	20552	19763	5	0.172414	0.244792	
TimeRootSizeMixer	11981	12700	3	0.103448	0.256484	
EventTimeScaler	79174	75334	1	0.0344828	0.500577	
RootPopulationSizeScaler0	7573	7965	1	0.0344828	0.318161	
LeafPopulationSizeScaler0	7937	7530	1	0.0344828	0.647449	
RootPopulationSizeScaler1	7534	7946	1	0.0344828	0.309721	
LeafPopulationSizeScaler1	9663	5782	1	0.0344828	0.695396	
RootPopulationSizeScaler2	7409	8084	1	0.0344828	0.296449	
LeafPopulationSizeScaler2	8356	7139	1	0.0344828	0.523015	
RootPopulationSizeScaler3	7590	7911	1	0.0344828	0.323971	
LeafPopulationSizeScaler3	8782	6688	1	0.0344828	1.03591	
RootPopulationSizeScaler4	7645	7852	1	0.0344828	0.276197	
LeafPopulationSizeScaler4	8694	6791	1	0.0344828	0.442828	
generation 55000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	19036	0	10	0.344828	none	
TimeSizeRateMixer	22512	21869	5	0.172414	0.245858	
TimeRootSizeMixer	13132	13969	3	0.103448	0.257203	
EventTimeScaler	86775	83294	1	0.0344828	0.502818	
RootPopulationSizeScaler0	8311	8767	1	0.0344828	0.319076	
LeafPopulationSizeScaler0	8663	8376	1	0.0344828	0.649053	
RootPopulationSizeScaler1	8280	8751	1	0.0344828	0.310763	
LeafPopulationSizeScaler1	10550	6429	1	0.0344828	0.704358	
RootPopulationSizeScaler2	8149	8887	1	0.0344828	0.29767	
LeafPopulationSizeScaler2	9161	7882	1	0.0344828	0.526079	
RootPopulationSizeScaler3	8316	8758	1	0.0344828	0.324568	
LeafPopulationSizeScaler3	9556	7449	1	0.0344828	1.04308	
RootPopulationSizeScaler4	8338	8695	1	0.0344828	0.276979	
LeafPopulationSizeScaler4	9518	7505	1	0.0344828	0.446671	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	20757	0	10	0.344828	none	
TimeSizeRateMixer	24475	23885	5	0.172414	0.246931	
TimeRootSizeMixer	14310	15292	3	0.103448	0.257852	
EventTimeScaler	94304	91202	1	0.0344828	0.504772	
RootPopulationSizeScaler0	9027	9585	1	0.0344828	0.319987	
LeafPopulationSizeScaler0	9407	9170	1	0.0344828	0.651978	
RootPopulationSizeScaler1	8999	9557	1	0.0344828	0.311513	
LeafPopulationSizeScaler1	11432	7078	1	0.0344828	0.713095	
RootPopulationSizeScaler2	8888	9677	1	0.0344828	0.298797	
LeafPopulationSizeScaler2	9964	8631	1	0.0344828	0.529883	
RootPopulationSizeScaler3	9002	9611	1	0.0344828	0.325156	
LeafPopulationSizeScaler3	10383	8161	1	0.0344828	1.05107	
RootPopulationSizeScaler4	9126	9456	1	0.0344828	0.278541	
LeafPopulationSizeScaler4	10324	8227	1	0.0344828	0.449707	
generation 65000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	22515	0	10	0.344828	none	
TimeSizeRateMixer	26274	25868	5	0.172414	0.247701	
TimeRootSizeMixer	15424	16600	3	0.103448	0.258292	
EventTimeScaler	101578	99091	1	0.0344828	0.506429	
RootPopulationSizeScaler0	9724	10401	1	0.0344828	0.320481	
LeafPopulationSizeScaler0	10160	9925	1	0.0344828	0.654357	
RootPopulationSizeScaler1	9689	10379	1	0.0344828	0.311812	
LeafPopulationSizeScaler1	12282	7700	1	0.0344828	0.720184	
RootPopulationSizeScaler2	9608	10455	1	0.0344828	0.299629	
LeafPopulationSizeScaler2	10747	9344	1	0.0344828	0.5328	
RootPopulationSizeScaler3	9713	10400	1	0.0344828	0.325725	
LeafPopulationSizeScaler3	11151	8880	1	0.0344828	1.05712	
RootPopulationSizeScaler4	9876	10221	1	0.0344828	0.279308	
LeafPopulationSizeScaler4	11081	8970	1	0.0344828	0.452078	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	24201	0	10	0.344828	none	
TimeSizeRateMixer	28267	27888	5	0.172414	0.248588	
TimeRootSizeMixer	16597	17943	3	0.103448	0.258935	
EventTimeScaler	108960	107052	1	0.0344828	0.508174	
RootPopulationSizeScaler0	10420	11249	1	0.0344828	0.320954	
LeafPopulationSizeScaler0	10913	10760	1	0.0344828	0.656526	
RootPopulationSizeScaler1	10433	11191	1	0.0344828	0.312554	
LeafPopulationSizeScaler1	13145	8406	1	0.0344828	0.726335	
RootPopulationSizeScaler2	10345	11266	1	0.0344828	0.300166	
LeafPopulationSizeScaler2	11540	10115	1	0.0344828	0.534909	
RootPopulationSizeScaler3	10407	11258	1	0.0344828	0.326011	
LeafPopulationSizeScaler3	11914	9676	1	0.0344828	1.06174	
RootPopulationSizeScaler4	10607	11056	1	0.0344828	0.279738	
LeafPopulationSizeScaler4	11918	9692	1	0.0344828	0.454786	
generation 75000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	25934	0	10	0.344828	none	
TimeSizeRateMixer	30214	30027	5	0.172414	0.249195	
TimeRootSizeMixer	17792	19261	3	0.103448	0.259474	
EventTimeScaler	116509	115155	1	0.0344828	0.509641	
RootPopulationSizeScaler0	11178	12058	1	0.0344828	0.321628	
LeafPopulationSizeScaler0	11678	11566	1	0.0344828	0.658716	
RootPopulationSizeScaler1	11134	12056	1	0.0344828	0.313026	
LeafPopulationSizeScaler1	14017	9102	1	0.0344828	0.732414	
RootPopulationSizeScaler2	11051	12119	1	0.0344828	0.300517	
LeafPopulationSizeScaler2	12298	10911	1	0.0344828	0.536755	
RootPopulationSizeScaler3	11142	12112	1	0.0344828	0.326503	
LeafPopulationSizeScaler3	12729	10407	1	0.0344828	1.06789	
RootPopulationSizeScaler4	11364	11870	1	0.0344828	0.2805	
LeafPopulationSizeScaler4	12711	10480	1	0.0344828	0.457341	
