generation 5000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
RootPopulationSizeScaler3	6009	6469	1	0.0212766	0.3191	
LeafPopulationSizeScaler3	6846	5591	1	0.0212766	0.43384	
RootPopulationSizeScaler4	6326	6108	1	0.0212766	0.266674	
LeafPopulationSizeScaler4	6740	5683	1	0.0212766	0.461839	
RootPopulationSizeScaler5	6522	5875	1	0.0212766	0.299298	
LeafPopulationSizeScaler5	7198	5206	1	0.0212766	0.535029	
RootPopulationSizeScaler6	5968	6472	1	0.0212766	0.302433	
LeafPopulationSizeScaler6	7425	4965	1	0.0212766	0.46185	
RootPopulationSizeScaler7	5850	6586	1	0.0212766	0.302724	
LeafPopulationSizeScaler7	6927	5428	1	0.0212766	0.495012	
RootPopulationSizeScaler8	6037	6351	1	0.0212766	0.289179	
LeafPopulationSizeScaler8	6863	5483	1	0.0212766	0.57772	
RootPopulationSizeScaler9	6426	5999	1	0.0212766	0.298497	
LeafPopulationSizeScaler9	7680	4773	1	0.0212766	0.924084	
RootPopulationSizeScaler10	6233	6237	1	0.0212766	0.309815	
LeafPopulationSizeScaler10	8860	3490	1	0.0212766	0.693995	
RootPopulationSizeScaler11	6129	6297	1	0.0212766	0.314266	
LeafPopulationSizeScaler11	7140	5265	1	0.0212766	0.752056	
RootPopulationSizeScaler12	6002	6395	1	0.0212766	0.320392	
LeafPopulationSizeScaler12	7155	5279	1	0.0212766	0.645671	
RootPopulationSizeScaler13	6017	6355	1	0.0212766	0.307162	
LeafPopulationSizeScaler13	7496	4957	1	0.0212766	0.741957	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	14842	0	10	0.212766	none	
TimeSizeRateMixer	28568	27738	5	0.106383	0.201337	
TimeRootSizeMixer	15937	17600	3	0.0638298	0.176437	
EventTimeScaler	109454	104028	1	0.0212766	0.467123	
RootPopulationSizeScaler0	6414	6908	1	0.0212766	0.327321	
LeafPopulationSizeScaler0	8425	4891	1	0.0212766	1.28894	
RootPopulationSizeScaler1	7007	6360	1	0.0212766	0.304302	
LeafPopulationSizeScaler1	7614	5774	1	0.0212766	0.592285	
RootPopulationSizeScaler2	6557	6833	1	0.0212766	0.274524	
LeafPopulationSizeScaler2	6999	6384	1	0.0212766	0.475006	
RootPopulationSizeScaler3	6442	6971	1	0.0212766	0.319605	
LeafPopulationSizeScaler3	7325	6044	1	0.0212766	0.436381	
RootPopulationSizeScaler4	6777	6591	1	0.0212766	0.267477	
LeafPopulationSizeScaler4	7228	6142	1	0.0212766	0.464416	
RootPopulationSizeScaler5	6971	6360	1	0.0212766	0.300455	
LeafPopulationSizeScaler5	7681	5669	1	0.0212766	0.537734	
RootPopulationSizeScaler6	6401	6981	1	0.0212766	0.302768	
LeafPopulationSizeScaler6	7941	5393	1	0.0212766	0.465755	
RootPopulationSizeScaler7	6296	7078	1	0.0212766	0.303314	
LeafPopulationSizeScaler7	7427	5879	1	0.0212766	0.497874	
RootPopulationSizeScaler8	6496	6854	1	0.0212766	0.28997	
LeafPopulationSizeScaler8	7348	5941	1	0.0212766	0.580908	
RootPopulationSizeScaler9	6908	6473	1	0.0212766	0.299758	
LeafPopulationSizeScaler9	8214	5186	1	0.0212766	0.932544	
RootPopulationSizeScaler10	6704	6716	1	0.0212766	0.311107	
LeafPopulationSizeScaler10	9457	3839	1	0.0212766	0.704895	
RootPopulationSizeScaler11	6590	6776	1	0.0212766	0.315228	
LeafPopulationSizeScaler11	7639	5699	1	0.0212766	0.757417	
RootPopulationSizeScaler12	6431	6918	1	0.0212766	0.321054	
LeafPopulationSizeScaler12	7674	5689	1	0.0212766	0.650144	
RootPopulationSizeScaler13	6470	6831	1	0.0212766	0.308159	
LeafPopulationSizeScaler13	8046	5357	1	0.0212766	0.748749	
generation 75000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15883	0	10	0.212766	none	
TimeSizeRateMixer	30528	29809	5	0.106383	0.201908	
TimeRootSizeMixer	17248	19036	3	0.0638298	0.177005	
EventTimeScaler	117105	111984	1	0.0212766	0.468782	
RootPopulationSizeScaler0	6865	7437	1	0.0212766	0.327522	
LeafPopulationSizeScaler0	8995	5316	1	0.0212766	1.3014	
RootPopulationSizeScaler1	7489	6874	1	0.0212766	0.305414	
LeafPopulationSizeScaler1	8144	6247	1	0.0212766	0.59544	
RootPopulationSizeScaler2	7029	7358	1	0.0212766	0.275167	
LeafPopulationSizeScaler2	7486	6874	1	0.0212766	0.476723	
RootPopulationSizeScaler3	6893	7522	1	0.0212766	0.319986	
LeafPopulationSizeScaler3	7844	6526	1	0.0212766	0.43867	
RootPopulationSizeScaler4	7271	7077	1	0.0212766	0.26856	
LeafPopulationSizeScaler4	7742	6650	1	0.0212766	0.466683	
RootPopulationSizeScaler5	7497	6836	1	0.0212766	0.301932	
LeafPopulationSizeScaler5	8205	6131	1	0.0212766	0.541372	
RootPopulationSizeScaler6	6856	7531	1	0.0212766	0.303236	
LeafPopulationSizeScaler6	8479	5850	1	0.0212766	0.469383	
RootPopulationSizeScaler7	6761	7598	1	0.0212766	0.303887	
LeafPopulationSizeScaler7	7950	6342	1	0.0212766	0.50109	
RootPopulationSizeScaler8	6955	7375	1	0.0212766	0.290601	
LeafPopulationSizeScaler8	7874	6404	1	0.0212766	0.584471	
RootPopulationSizeScaler9	7400	6974	1	0.0212766	0.300848	
LeafPopulationSizeScaler9	8776	5636	1	0.0212766	0.940136	
RootPopulationSizeScaler10	7190	7246	1	0.0212766	0.311873	
LeafPopulationSizeScaler10	10081	4199	1	0.0212766	0.715323	
RootPopulationSizeScaler11	7053	7298	1	0.0212766	0.315927	
LeafPopulationSizeScaler11	8197	6148	1	0.0212766	0.763761	
RootPopulationSizeScaler12	6889	7451	1	0.0212766	0.321445	
LeafPopulationSizeScaler12	8211	6162	1	0.0212766	0.654179	
RootPopulationSizeScaler13	6927	7376	1	0.0212766	0.30862	
LeafPopulationSizeScaler13	8608	5790	1	0.0212766	0.755227	
