model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,2,3,4,1,5,5,0,0,3,6,6,7	0.000357143	0.7975	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,2,3,6,6,0	0.000357143	0.797857	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,0,6,3,7,0	0.000357143	0.798214	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,0,6,7,3,5	0.000357143	0.798571	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,2,3,3,3,5	0.000357143	0.798929	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,2,6,6,3,5	0.000357143	0.799286	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,5,3,1,3,5	0.000357143	0.799643	<1e-06	>357.27
0,1,2,3,2,1,4,2,2,5,3,3,6,7	0.000357143	0.8	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,5,3,6,3,0	0.000357143	0.800357	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,5,6,6,6,5	0.000357143	0.800714	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,5,6,7,6,5	0.000357143	0.801071	<1e-06	>357.27
0,1,2,3,2,1,4,2,2,2,3,3,5,4	0.000357143	0.801429	<1e-06	>357.27
0,1,2,3,2,1,4,2,2,2,3,3,3,5	0.000357143	0.801786	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,6,3,3,3,7	0.000357143	0.802143	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,6,3,7,3,6	0.000357143	0.8025	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,6,3,7,7,5	0.000357143	0.802857	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,6,7,3,7,5	0.000357143	0.803214	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,0,3,3,3,0	0.000357143	0.803571	<1e-06	>357.27
0,1,2,3,2,1,4,0,0,5,3,6,6,0	0.000357143	0.803929	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,0,3,3,6,0	0.000357143	0.804286	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,0,6,7,7,5	0.000357143	0.804643	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,0,6,7,8,5	0.000357143	0.805	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,2,3,3,3,2	0.000357143	0.805357	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,2,3,3,3,5	0.000357143	0.805714	<1e-06	>357.27
0,1,2,3,2,1,2,4,5,6,3,3,3,6	0.000357143	0.806071	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,2,3,6,3,2	0.000357143	0.806429	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,2,3,6,3,5	0.000357143	0.806786	<1e-06	>357.27
0,1,2,3,2,1,2,4,5,2,3,3,3,6	0.000357143	0.807143	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,2,6,3,6,5	0.000357143	0.8075	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,2,6,6,6,7	0.000357143	0.807857	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,5,3,3,3,0	0.000357143	0.808214	<1e-06	>357.27
0,1,2,3,2,1,2,4,5,2,3,3,3,0	0.000357143	0.808571	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,5,3,3,3,6	0.000357143	0.808929	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,5,3,3,6,5	0.000357143	0.809286	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,5,3,3,6,7	0.000357143	0.809643	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,5,3,6,3,7	0.000357143	0.81	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,5,3,6,6,5	0.000357143	0.810357	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,5,3,6,7,8	0.000357143	0.810714	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,5,6,3,3,5	0.000357143	0.811071	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,5,6,7,3,8	0.000357143	0.811429	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,3,3,3,0	0.000357143	0.811786	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,3,3,3,2	0.000357143	0.812143	<1e-06	>357.27
0,1,2,3,2,1,2,4,4,4,3,3,5,6	0.000357143	0.8125	<1e-06	>357.27
0,1,2,3,2,1,2,4,4,4,3,3,5,4	0.000357143	0.812857	<1e-06	>357.27
0,1,2,3,2,1,2,4,4,4,3,3,3,5	0.000357143	0.813214	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,3,3,7,6	0.000357143	0.813571	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,3,7,3,5	0.000357143	0.813929	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,3,7,3,6	0.000357143	0.814286	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,3,7,3,8	0.000357143	0.814643	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,7,3,3,5	0.000357143	0.815	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,7,3,3,8	0.000357143	0.815357	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,7,7,7,5	0.000357143	0.815714	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,7,8,8,5	0.000357143	0.816071	<1e-06	>357.27
0,1,2,3,4,1,5,5,2,6,7,8,9,5	0.000357143	0.816429	<1e-06	>357.27
0,1,2,3,4,1,5,5,4,5,3,3,3,6	0.000357143	0.816786	<1e-06	>357.27
0,1,2,3,4,1,5,5,4,5,6,6,6,5	0.000357143	0.817143	<1e-06	>357.27
0,1,2,3,4,1,5,5,4,5,6,7,3,0	0.000357143	0.8175	<1e-06	>357.27
0,1,2,3,4,1,5,5,4,6,3,3,3,5	0.000357143	0.817857	<1e-06	>357.27
0,1,2,3,4,1,5,5,4,6,3,7,3,6	0.000357143	0.818214	<1e-06	>357.27
0,1,2,3,4,1,5,5,4,6,7,7,3,0	0.000357143	0.818571	<1e-06	>357.27
0,1,2,3,4,1,5,5,4,6,7,8,7,9	0.000357143	0.818929	<1e-06	>357.27
0,1,2,3,2,1,2,4,4,2,3,3,3,4	0.000357143	0.819286	<1e-06	>357.27
0,1,2,3,2,1,2,4,2,5,3,3,3,5	0.000357143	0.819643	<1e-06	>357.27
0,1,2,3,2,1,2,4,2,2,3,3,3,5	0.000357143	0.82	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,0,3,3,6,5	0.000357143	0.820357	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,0,3,3,6,7	0.000357143	0.820714	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,0,3,6,3,7	0.000357143	0.821071	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,0,3,6,6,0	0.000357143	0.821429	<1e-06	>357.27
0,1,2,3,2,1,2,4,2,2,3,3,3,4	0.000357143	0.821786	<1e-06	>357.27
0,1,2,3,2,1,2,4,2,0,3,3,3,2	0.000357143	0.822143	<1e-06	>357.27
0,1,2,3,2,1,2,4,0,5,3,3,6,5	0.000357143	0.8225	<1e-06	>357.27
0,1,2,3,2,1,2,2,4,5,6,6,6,7	0.000357143	0.822857	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,2,3,6,3,0	0.000357143	0.823214	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,2,3,6,3,2	0.000357143	0.823571	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,2,6,3,6,0	0.000357143	0.823929	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,2,6,6,6,7	0.000357143	0.824286	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,2,6,7,3,5	0.000357143	0.824643	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,4,3,3,6,5	0.000357143	0.825	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,4,3,6,6,7	0.000357143	0.825357	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,4,6,6,6,5	0.000357143	0.825714	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,4,6,7,8,9	0.000357143	0.826071	<1e-06	>357.27
0,1,2,3,2,1,2,2,4,5,3,3,3,6	0.000357143	0.826429	<1e-06	>357.27
0,1,2,3,2,1,2,2,4,4,3,3,5,4	0.000357143	0.826786	<1e-06	>357.27
0,1,2,3,2,1,2,2,4,4,3,3,3,0	0.000357143	0.827143	<1e-06	>357.27
0,1,2,3,2,1,2,2,4,2,3,3,5,6	0.000357143	0.8275	<1e-06	>357.27
0,1,2,3,2,1,2,2,4,2,3,3,3,0	0.000357143	0.827857	<1e-06	>357.27
0,1,2,3,2,1,2,2,2,4,3,3,3,5	0.000357143	0.828214	<1e-06	>357.27
0,1,2,3,2,1,2,2,2,4,3,3,3,4	0.000357143	0.828571	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,5,3,6,6,5	0.000357143	0.828929	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,5,3,6,6,7	0.000357143	0.829286	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,5,3,6,7,5	0.000357143	0.829643	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,5,3,6,7,8	0.000357143	0.83	<1e-06	>357.27
0,1,2,3,2,1,2,2,2,2,3,3,3,0	0.000357143	0.830357	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,5,6,3,3,7	0.000357143	0.830714	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,5,6,3,6,7	0.000357143	0.831071	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,5,6,6,3,7	0.000357143	0.831429	<1e-06	>357.27
0,1,2,3,2,1,2,0,4,0,3,3,3,5	0.000357143	0.831786	<1e-06	>357.27
0,1,2,3,2,1,2,0,2,4,3,3,3,2	0.000357143	0.832143	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,5,6,6,7,5	0.000357143	0.8325	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,5,6,7,3,8	0.000357143	0.832857	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,3,1,3,2	0.000357143	0.833214	<1e-06	>357.27
0,1,2,3,2,1,0,4,5,6,3,3,3,7	0.000357143	0.833571	<1e-06	>357.27
0,1,2,3,2,1,0,4,2,4,5,3,3,6	0.000357143	0.833929	<1e-06	>357.27
0,1,2,3,2,1,0,4,2,2,3,3,3,0	0.000357143	0.834286	<1e-06	>357.27
0,1,2,3,2,1,0,4,0,4,3,3,3,0	0.000357143	0.834643	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,3,3,7,0	0.000357143	0.835	<1e-06	>357.27
0,1,2,3,2,1,0,4,0,0,5,3,3,0	0.000357143	0.835357	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,3,3,7,6	0.000357143	0.835714	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,3,3,7,8	0.000357143	0.836071	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,3,7,3,0	0.000357143	0.836429	<1e-06	>357.27
0,1,2,3,2,1,0,4,0,0,3,3,3,0	0.000357143	0.836786	<1e-06	>357.27
0,1,2,3,2,1,0,2,4,2,5,5,6,7	0.000357143	0.837143	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,3,7,7,5	0.000357143	0.8375	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,3,7,8,9	0.000357143	0.837857	1e-06	357.27
0,1,2,3,4,1,5,5,5,6,7,3,7,8	0.000357143	0.838214	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,7,7,7,0	0.000357143	0.838571	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,7,7,7,5	0.000357143	0.838929	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,7,7,7,8	0.000357143	0.839286	<1e-06	>357.27
0,1,2,3,4,1,5,5,5,6,7,7,8,5	0.000357143	0.839643	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,0,3,3,3,0	0.000357143	0.84	<1e-06	>357.27
0,1,2,3,2,1,0,2,4,0,3,3,5,6	0.000357143	0.840357	<1e-06	>357.27
0,1,2,3,2,1,0,0,4,4,5,3,5,0	0.000357143	0.840714	<1e-06	>357.27
0,1,2,3,2,1,0,0,4,4,3,3,3,4	0.000357143	0.841071	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,0,3,7,8,9	0.000357143	0.841429	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,0,7,3,8,0	0.000357143	0.841786	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,0,7,7,3,0	0.000357143	0.842143	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,0,7,7,3,8	0.000357143	0.8425	<1e-06	>357.27
0,1,2,3,2,1,0,0,4,0,3,3,3,5	0.000357143	0.842857	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,2,3,3,3,2	0.000357143	0.843214	<1e-06	>357.27
0,1,2,3,2,1,0,0,0,4,3,3,5,6	0.000357143	0.843571	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,2,3,3,3,6	0.000357143	0.843929	<1e-06	>357.27
0,1,2,3,2,1,0,0,0,4,3,3,3,5	0.000357143	0.844286	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,2,3,3,7,6	0.000357143	0.844643	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,2,3,7,8,9	0.000357143	0.845	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,2,7,7,3,6	0.000357143	0.845357	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,2,7,7,7,5	0.000357143	0.845714	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,2,7,7,7,8	0.000357143	0.846071	<1e-06	>357.27
0,1,2,3,2,1,0,0,0,4,3,3,3,0	0.000357143	0.846429	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,4,3,3,7,8	0.000357143	0.846786	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,5,3,1,3,7	0.000357143	0.847143	<1e-06	>357.27
0,1,2,3,2,1,0,0,0,0,4,4,1,0	0.000357143	0.8475	<1e-06	>357.27
0,1,2,3,0,1,4,5,6,2,7,8,7,6	0.000357143	0.847857	<1e-06	>357.27
0,1,2,3,0,1,4,5,5,4,3,3,3,4	0.000357143	0.848214	<1e-06	>357.27
0,1,2,3,0,1,4,5,4,5,3,6,3,4	0.000357143	0.848571	<1e-06	>357.27
0,1,2,3,0,1,4,5,2,6,7,3,3,6	0.000357143	0.848929	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,5,3,3,7,5	0.000357143	0.849286	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,5,3,7,3,5	0.000357143	0.849643	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,5,3,7,3,8	0.000357143	0.85	1e-06	357.27
0,1,2,3,4,1,5,5,6,5,3,7,7,8	0.000357143	0.850357	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,5,7,3,3,8	0.000357143	0.850714	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,5,7,7,3,8	0.000357143	0.851071	<1e-06	>357.27
0,1,2,3,0,1,4,4,5,6,7,3,7,8	0.000357143	0.851429	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,5,7,7,7,5	0.000357143	0.851786	<1e-06	>357.27
0,1,2,3,0,1,4,4,5,6,3,3,3,6	0.000357143	0.852143	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,5,7,8,3,0	0.000357143	0.8525	1e-06	357.27
0,1,2,3,4,1,5,5,6,5,7,8,3,5	0.000357143	0.852857	<1e-06	>357.27
0,1,2,3,0,1,4,4,5,2,3,3,3,5	0.000357143	0.853214	<1e-06	>357.27
0,1,2,3,0,1,4,4,4,5,3,3,6,7	0.000357143	0.853571	<1e-06	>357.27
0,1,2,3,0,1,4,4,4,5,3,3,3,4	0.000357143	0.853929	<1e-06	>357.27
0,1,2,3,0,1,4,4,0,2,3,3,3,5	0.000357143	0.854286	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,6,3,7,3,5	0.000357143	0.854643	<1e-06	>357.27
0,1,2,3,0,1,4,2,5,6,7,3,3,4	0.000357143	0.855	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,6,3,7,8,6	0.000357143	0.855357	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,6,7,3,3,5	0.000357143	0.855714	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,6,7,7,3,5	0.000357143	0.856071	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,6,7,8,7,6	0.000357143	0.856429	<1e-06	>357.27
0,1,2,3,0,1,4,2,4,2,3,3,3,5	0.000357143	0.856786	<1e-06	>357.27
0,1,2,3,0,1,4,0,5,2,3,3,3,6	0.000357143	0.857143	<1e-06	>357.27
0,1,2,3,0,1,2,4,5,6,3,3,3,4	0.000357143	0.8575	<1e-06	>357.27
0,1,2,3,0,1,0,4,5,0,3,3,3,6	0.000357143	0.857857	<1e-06	>357.27
0,1,0,2,3,4,0,5,0,0,2,2,2,5	0.000357143	0.858214	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,3,3,8,0	0.000357143	0.858571	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,3,3,8,6	0.000357143	0.858929	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,3,3,8,7	0.000357143	0.859286	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,3,8,3,5	0.000357143	0.859643	<1e-06	>357.27
0,1,0,2,3,4,0,0,0,5,2,2,2,0	0.000357143	0.86	<1e-06	>357.27
0,1,0,2,3,4,0,0,0,0,2,2,2,5	0.000357143	0.860357	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,3,8,8,7	0.000357143	0.860714	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,7,8,2,8,9	0.000357143	0.861071	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,7,2,8,2,4	0.000357143	0.861429	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,8,8,3,7	0.000357143	0.861786	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,8,8,3,9	0.000357143	0.862143	1e-06	357.27
0,1,0,2,3,1,4,5,6,7,2,2,2,8	0.000357143	0.8625	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,8,8,8,7	0.000357143	0.862857	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,8,8,8,9	0.000357143	0.863214	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,8,8,9,5	0.000357143	0.863571	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,8,8,9,10	0.000357143	0.863929	<1e-06	>357.27
0,1,2,3,4,1,5,5,6,7,8,9,3,5	0.000357143	0.864286	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,7,2,2,2,7	0.000357143	0.864643	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,0,3,3,3,6	0.000357143	0.865	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,7,2,2,2,6	0.000357143	0.865357	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,0,3,7,3,8	0.000357143	0.865714	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,0,7,3,3,0	0.000357143	0.866071	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,0,7,3,3,8	0.000357143	0.866429	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,0,7,7,8,0	0.000357143	0.866786	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,2,3,3,3,6	0.000357143	0.867143	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,2,3,3,3,7	0.000357143	0.8675	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,4,3,3,3,5	0.000357143	0.867857	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,4,7,7,7,8	0.000357143	0.868214	1e-06	357.27
0,1,2,3,4,1,5,6,0,5,3,3,3,0	0.000357143	0.868571	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,5,3,3,3,5	0.000357143	0.868929	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,5,3,3,3,7	0.000357143	0.869286	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,5,7,8,7,9	0.000357143	0.869643	1e-06	357.27
0,1,2,3,4,1,5,6,0,6,3,3,3,6	0.000357143	0.87	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,6,3,7,3,8	0.000357143	0.870357	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,6,7,3,3,2	0.000357143	0.870714	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,6,7,8,7,9	0.000357143	0.871071	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,7,2,2,2,5	0.000357143	0.871429	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,3,3,3,5	0.000357143	0.871786	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,3,3,3,6	0.000357143	0.872143	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,5,2,2,2,5	0.000357143	0.8725	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,3,3,3,8	0.000357143	0.872857	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,3,3,8,0	0.000357143	0.873214	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,3,8,3,6	0.000357143	0.873571	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,3,8,8,6	0.000357143	0.873929	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,8,3,8,0	0.000357143	0.874286	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,8,3,8,9	0.000357143	0.874643	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,8,3,9,0	0.000357143	0.875	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,8,8,8,0	0.000357143	0.875357	<1e-06	>357.27
0,1,2,3,4,1,5,6,0,7,8,9,8,0	0.000357143	0.875714	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,0,2,7,7,8	0.000357143	0.876071	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,0,3,3,3,7	0.000357143	0.876429	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,2,3,1,3,7	0.000357143	0.876786	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,2,3,3,3,0	0.000357143	0.877143	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,2,3,3,3,2	0.000357143	0.8775	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,0,2,7,2,4	0.000357143	0.877857	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,0,2,2,2,7	0.000357143	0.878214	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,2,3,3,7,6	0.000357143	0.878571	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,2,3,7,3,0	0.000357143	0.878929	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,2,7,3,3,0	0.000357143	0.879286	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,2,7,3,3,2	0.000357143	0.879643	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,2,7,3,3,5	0.000357143	0.88	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,2,7,7,8,0	0.000357143	0.880357	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,4,3,3,3,2	0.000357143	0.880714	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,5,3,3,3,0	0.000357143	0.881071	<1e-06	>357.27
0,1,0,2,3,1,4,5,6,0,2,2,2,4	0.000357143	0.881429	<1e-06	>357.27
0,1,0,2,3,1,4,5,5,6,2,2,2,7	0.000357143	0.881786	<1e-06	>357.27
0,1,0,2,3,1,4,5,5,5,6,6,2,7	0.000357143	0.882143	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,5,3,3,7,8	0.000357143	0.8825	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,5,3,7,3,5	0.000357143	0.882857	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,5,3,7,3,8	0.000357143	0.883214	<1e-06	>357.27
0,1,0,2,3,1,4,5,5,5,2,2,6,7	0.000357143	0.883571	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,5,7,7,7,2	0.000357143	0.883929	<1e-06	>357.27
0,1,0,2,3,1,4,5,5,5,2,2,6,5	0.000357143	0.884286	<1e-06	>357.27
0,1,0,2,3,1,4,5,5,5,2,2,2,5	0.000357143	0.884643	<1e-06	>357.27
0,1,0,2,3,1,4,5,5,5,2,2,2,0	0.000357143	0.885	<1e-06	>357.27
0,1,0,2,3,1,4,5,4,6,7,7,7,8	0.000357143	0.885357	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,6,3,7,3,6	0.000357143	0.885714	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,6,7,3,3,8	0.000357143	0.886071	<1e-06	>357.27
0,1,0,2,3,1,4,5,4,6,7,2,2,8	0.000357143	0.886429	<1e-06	>357.27
0,1,0,2,3,1,4,5,4,6,2,2,2,0	0.000357143	0.886786	<1e-06	>357.27
0,1,0,2,3,1,4,5,4,5,6,2,7,5	0.000357143	0.887143	<1e-06	>357.27
0,1,0,2,3,1,4,5,4,5,2,6,2,4	0.000357143	0.8875	<1e-06	>357.27
0,1,0,2,3,1,4,5,4,4,2,2,2,4	0.000357143	0.887857	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,7,3,3,8,5	0.000357143	0.888214	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,7,8,3,3,0	0.000357143	0.888571	<1e-06	>357.27
0,1,0,2,3,1,4,5,3,0,2,2,2,5	0.000357143	0.888929	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,7,8,3,8,5	0.000357143	0.889286	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,7,8,3,9,10	0.000357143	0.889643	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,7,8,8,3,6	0.000357143	0.89	<1e-06	>357.27
0,1,0,2,3,1,4,5,0,6,2,2,2,5	0.000357143	0.890357	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,7,8,8,8,0	0.000357143	0.890714	<1e-06	>357.27
0,1,0,2,3,1,4,5,0,5,6,2,6,5	0.000357143	0.891071	<1e-06	>357.27
0,1,2,3,4,1,5,6,2,7,8,8,9,10	0.000357143	0.891429	2e-06	178.635
0,1,2,3,4,1,5,6,4,0,3,3,7,6	0.000357143	0.891786	<1e-06	>357.27
0,1,2,3,4,1,5,6,4,4,3,3,3,7	0.000357143	0.892143	<1e-06	>357.27
0,1,2,3,4,1,5,6,4,4,7,3,7,6	0.000357143	0.8925	<1e-06	>357.27
0,1,2,3,4,1,5,6,4,7,3,3,3,5	0.000357143	0.892857	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,0,3,3,3,7	0.000357143	0.893214	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,0,3,7,3,8	0.000357143	0.893571	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,0,7,7,7,5	0.000357143	0.893929	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,0,7,8,3,0	0.000357143	0.894286	1e-06	357.27
0,1,2,3,4,1,5,6,5,0,7,8,7,5	0.000357143	0.894643	<1e-06	>357.27
0,1,0,2,3,1,4,5,0,5,6,2,1,7	0.000357143	0.895	<1e-06	>357.27
0,1,0,2,3,1,4,5,0,5,2,6,6,5	0.000357143	0.895357	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,2,3,3,3,6	0.000357143	0.895714	<1e-06	>357.27
0,1,0,2,3,1,4,5,0,3,6,2,2,0	0.000357143	0.896071	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,2,3,7,3,0	0.000357143	0.896429	<1e-06	>357.27
0,1,0,2,3,1,4,5,0,0,6,6,6,0	0.000357143	0.896786	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,2,7,7,3,6	0.000357143	0.897143	<1e-06	>357.27
