model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,2,3,4,1,5,6,2,6,3,3,3,6	0.00142857	0.363571	<1e-06	>1430.61
0,1,2,3,4,1,0,0,0,0,3,5,3,0	0.00142857	0.365	<1e-06	>1430.61
0,1,2,3,4,1,5,5,5,2,3,3,3,5	0.00142857	0.366429	<1e-06	>1430.61
0,1,2,3,4,1,5,5,5,2,3,3,3,6	0.00142857	0.367857	<1e-06	>1430.61
0,1,0,2,3,1,0,0,0,0,4,4,4,0	0.00142857	0.369286	<1e-06	>1430.61
0,1,0,2,3,1,0,0,0,4,2,2,2,0	0.00142857	0.370714	<1e-06	>1430.61
0,1,2,3,4,1,5,6,2,5,3,3,3,5	0.00142857	0.372143	<1e-06	>1430.61
0,1,2,3,4,1,5,5,5,5,6,6,6,7	0.00142857	0.373571	<1e-06	>1430.61
0,1,2,3,4,1,2,5,2,6,3,3,3,2	0.00142857	0.375	<1e-06	>1430.61
0,1,2,3,4,1,5,6,7,5,3,3,3,7	0.00142857	0.376429	<1e-06	>1430.61
0,1,0,2,3,1,4,0,0,5,2,2,2,6	0.00142857	0.377857	<1e-06	>1430.61
0,1,2,3,4,1,5,0,5,6,3,3,3,7	0.00142857	0.379286	<1e-06	>1430.61
0,1,2,3,4,1,5,6,0,0,3,3,3,7	0.00142857	0.380714	<1e-06	>1430.61
0,1,2,3,4,1,5,6,0,0,3,3,3,0	0.00142857	0.382143	<1e-06	>1430.61
0,1,2,3,4,1,5,6,7,5,3,3,3,6	0.00142857	0.383571	<1e-06	>1430.61
0,1,2,3,4,1,5,0,6,7,3,3,3,0	0.00142857	0.385	<1e-06	>1430.61
0,1,2,3,2,1,4,5,5,5,3,3,3,6	0.00142857	0.386429	<1e-06	>1430.61
0,1,2,3,4,1,5,6,6,7,3,3,3,0	0.00142857	0.387857	<1e-06	>1430.61
0,1,2,3,4,1,5,6,6,7,3,3,3,6	0.00142857	0.389286	<1e-06	>1430.61
0,1,2,3,4,1,5,6,6,7,3,3,3,7	0.00142857	0.390714	<1e-06	>1430.61
0,1,2,3,4,1,5,6,7,5,3,3,3,5	0.00142857	0.392143	<1e-06	>1430.61
0,1,2,3,4,1,0,0,5,6,3,3,3,0	0.00142857	0.393571	<1e-06	>1430.61
0,1,2,3,4,1,5,6,7,2,3,3,3,6	0.00142857	0.395	<1e-06	>1430.61
0,1,2,3,4,1,5,2,2,6,3,3,3,0	0.00142857	0.396429	<1e-06	>1430.61
0,1,2,3,4,1,5,2,2,5,3,3,3,6	0.00142857	0.397857	<1e-06	>1430.61
0,1,2,3,4,1,2,2,5,6,3,3,3,2	0.00142857	0.399286	<1e-06	>1430.61
0,1,2,3,4,1,5,5,6,6,3,3,3,5	0.00142857	0.400714	<1e-06	>1430.61
0,1,2,3,4,1,2,5,6,2,3,3,3,2	0.00107143	0.401786	<1e-06	>1072.58
0,1,2,3,4,1,0,5,6,6,3,3,3,0	0.00107143	0.402857	<1e-06	>1072.58
0,1,2,3,4,1,5,2,2,2,6,3,3,7	0.00107143	0.403929	<1e-06	>1072.58
0,1,2,3,4,1,5,2,2,2,3,3,6,7	0.00107143	0.405	<1e-06	>1072.58
0,1,2,3,4,1,5,5,6,7,3,3,3,0	0.00107143	0.406071	<1e-06	>1072.58
0,1,2,3,4,1,0,2,2,0,3,3,3,0	0.00107143	0.407143	<1e-06	>1072.58
0,1,2,3,4,1,2,2,5,5,3,3,3,6	0.00107143	0.408214	<1e-06	>1072.58
0,1,2,3,4,1,5,6,7,0,3,3,3,0	0.00107143	0.409286	<1e-06	>1072.58
0,1,2,3,4,1,0,2,2,5,3,3,3,6	0.00107143	0.410357	<1e-06	>1072.58
0,1,2,3,4,1,5,5,6,4,3,3,3,7	0.00107143	0.411429	<1e-06	>1072.58
0,1,2,3,4,1,5,6,6,7,3,3,8,6	0.00107143	0.4125	<1e-06	>1072.58
0,1,2,3,4,1,5,2,2,6,3,3,3,6	0.00107143	0.413571	<1e-06	>1072.58
0,1,2,3,4,1,5,2,2,0,3,3,3,6	0.00107143	0.414643	<1e-06	>1072.58
0,1,2,3,4,1,5,5,6,7,8,8,8,5	0.00107143	0.415714	<1e-06	>1072.58
0,1,2,3,4,1,5,6,2,0,3,3,3,0	0.00107143	0.416786	<1e-06	>1072.58
0,1,2,3,4,1,5,2,5,0,3,3,3,0	0.00107143	0.417857	<1e-06	>1072.58
0,1,2,3,4,1,5,2,5,0,3,3,3,6	0.00107143	0.418929	<1e-06	>1072.58
0,1,2,3,4,1,5,5,5,6,3,7,3,5	0.00107143	0.42	<1e-06	>1072.58
0,1,2,3,4,1,5,5,5,6,3,3,7,5	0.00107143	0.421071	<1e-06	>1072.58
0,1,2,3,4,1,2,2,5,0,3,3,3,6	0.00107143	0.422143	<1e-06	>1072.58
0,1,2,3,4,1,2,2,2,5,3,3,3,2	0.00107143	0.423214	<1e-06	>1072.58
0,1,2,3,4,1,5,6,7,6,3,3,3,5	0.00107143	0.424286	<1e-06	>1072.58
0,1,2,3,4,1,5,5,5,6,3,3,3,0	0.00107143	0.425357	<1e-06	>1072.58
0,1,2,3,4,1,5,6,6,6,7,3,3,8	0.00107143	0.426429	<1e-06	>1072.58
0,1,2,3,4,1,5,5,5,5,6,6,6,5	0.00107143	0.4275	<1e-06	>1072.58
0,1,2,3,4,1,5,5,5,5,6,3,3,5	0.00107143	0.428571	<1e-06	>1072.58
0,1,2,3,4,1,5,2,5,2,3,3,3,5	0.00107143	0.429643	<1e-06	>1072.58
0,1,2,3,4,1,0,2,5,6,3,3,3,7	0.00107143	0.430714	<1e-06	>1072.58
0,1,2,3,4,1,2,2,2,2,5,6,3,7	0.00107143	0.431786	<1e-06	>1072.58
0,1,2,3,4,1,2,2,2,2,5,5,3,2	0.00107143	0.432857	<1e-06	>1072.58
0,1,2,3,4,1,5,6,7,8,3,3,3,2	0.00107143	0.433929	<1e-06	>1072.58
0,1,2,3,4,1,2,5,5,0,3,3,3,0	0.00107143	0.435	<1e-06	>1072.58
0,1,2,3,4,1,5,6,2,5,3,3,3,7	0.00107143	0.436071	<1e-06	>1072.58
0,1,2,3,4,1,0,5,0,6,3,3,3,7	0.00107143	0.437143	<1e-06	>1072.58
0,1,2,3,4,1,5,6,6,5,3,3,3,6	0.00107143	0.438214	<1e-06	>1072.58
0,1,2,3,4,1,5,6,2,5,7,7,7,5	0.00107143	0.439286	<1e-06	>1072.58
0,1,2,3,4,1,5,6,2,7,3,3,3,5	0.00107143	0.440357	<1e-06	>1072.58
0,1,2,3,4,1,5,0,0,0,3,3,3,0	0.00107143	0.441429	<1e-06	>1072.58
0,1,2,3,4,1,5,6,2,7,8,3,3,9	0.00107143	0.4425	<1e-06	>1072.58
0,1,2,3,4,1,0,0,0,2,3,3,3,0	0.00107143	0.443571	<1e-06	>1072.58
0,1,2,3,4,1,2,5,6,6,7,7,7,8	0.00107143	0.444643	<1e-06	>1072.58
0,1,2,3,4,1,0,0,0,5,3,3,3,0	0.00107143	0.445714	<1e-06	>1072.58
0,1,0,2,3,1,4,4,0,4,2,2,2,4	0.00107143	0.446786	<1e-06	>1072.58
0,1,2,3,4,1,2,0,0,0,3,3,3,5	0.00107143	0.447857	<1e-06	>1072.58
0,1,2,3,4,1,5,6,7,8,9,3,3,10	0.00107143	0.448929	2e-06	536.288
0,1,2,3,4,1,0,5,5,0,3,3,3,6	0.00107143	0.45	<1e-06	>1072.58
0,1,2,3,4,1,0,5,6,0,3,3,3,0	0.00107143	0.451071	<1e-06	>1072.58
0,1,2,3,4,1,0,0,0,5,3,3,3,6	0.00107143	0.452143	<1e-06	>1072.58
0,1,2,3,4,1,5,6,5,7,3,3,3,6	0.00107143	0.453214	<1e-06	>1072.58
0,1,2,3,4,1,5,2,6,6,3,3,3,7	0.00107143	0.454286	<1e-06	>1072.58
0,1,2,3,4,1,0,5,6,6,3,3,3,7	0.00107143	0.455357	<1e-06	>1072.58
0,1,2,3,2,1,2,4,5,6,3,3,3,7	0.00107143	0.456429	<1e-06	>1072.58
0,1,2,3,4,1,0,5,6,0,3,3,3,7	0.00107143	0.4575	<1e-06	>1072.58
0,1,2,3,4,1,5,6,7,0,3,3,3,6	0.00107143	0.458571	<1e-06	>1072.58
0,1,2,3,4,5,6,7,2,6,3,3,3,8	0.000714286	0.459286	<1e-06	>714.796
0,1,2,3,4,1,0,5,6,0,3,3,3,5	0.000714286	0.46	<1e-06	>714.796
0,1,2,3,4,1,5,5,0,6,3,3,3,6	0.000714286	0.460714	<1e-06	>714.796
0,1,2,3,4,1,5,5,2,0,3,3,3,6	0.000714286	0.461429	<1e-06	>714.796
0,1,2,3,4,1,5,2,6,5,7,7,7,5	0.000714286	0.462143	<1e-06	>714.796
0,1,2,3,4,1,5,2,6,5,3,3,7,8	0.000714286	0.462857	<1e-06	>714.796
0,1,2,3,2,1,4,4,2,4,3,3,3,4	0.000714286	0.463571	<1e-06	>714.796
0,1,2,3,2,1,4,4,4,2,3,3,3,4	0.000714286	0.464286	<1e-06	>714.796
0,1,2,3,4,1,5,2,6,5,3,3,3,7	0.000714286	0.465	<1e-06	>714.796
0,1,2,3,2,1,4,4,4,4,3,3,3,5	0.000714286	0.465714	<1e-06	>714.796
0,1,2,3,4,1,5,2,6,5,3,3,3,5	0.000714286	0.466429	<1e-06	>714.796
0,1,2,3,2,1,4,4,4,5,3,3,3,4	0.000714286	0.467143	<1e-06	>714.796
0,1,2,3,4,1,5,2,6,2,3,3,3,7	0.000714286	0.467857	<1e-06	>714.796
0,1,2,3,4,1,5,5,2,2,3,3,3,6	0.000714286	0.468571	<1e-06	>714.796
0,1,2,3,4,1,5,5,5,0,3,3,3,0	0.000714286	0.469286	<1e-06	>714.796
0,1,2,3,4,1,5,2,6,0,3,3,3,0	0.000714286	0.47	<1e-06	>714.796
0,1,2,3,4,1,5,5,5,2,3,3,3,0	0.000714286	0.470714	<1e-06	>714.796
0,1,2,3,4,1,5,2,5,6,3,3,3,6	0.000714286	0.471429	<1e-06	>714.796
0,1,2,3,4,1,5,2,5,6,3,3,3,5	0.000714286	0.472143	<1e-06	>714.796
0,1,2,3,4,1,5,5,5,2,3,3,3,2	0.000714286	0.472857	<1e-06	>714.796
0,1,2,3,4,1,5,5,5,5,3,3,6,2	0.000714286	0.473571	<1e-06	>714.796
0,1,2,3,4,1,5,5,5,5,3,6,3,5	0.000714286	0.474286	<1e-06	>714.796
0,1,2,3,2,1,2,2,2,2,3,3,3,4	0.000714286	0.475	<1e-06	>714.796
0,1,2,3,4,1,5,5,5,6,3,7,3,8	0.000714286	0.475714	1e-06	714.796
0,1,2,3,4,1,5,5,6,0,3,3,3,5	0.000714286	0.476429	<1e-06	>714.796
0,1,2,3,4,1,5,2,2,6,3,7,3,6	0.000714286	0.477143	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,0,3,7,3,8	0.000714286	0.477857	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,2,3,3,3,0	0.000714286	0.478571	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,2,3,3,3,5	0.000714286	0.479286	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,5,3,3,3,6	0.000714286	0.48	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,5,3,3,7,0	0.000714286	0.480714	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,5,7,7,7,0	0.000714286	0.481429	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,6,3,3,7,5	0.000714286	0.482143	<1e-06	>714.796
0,1,2,3,2,1,4,5,6,2,3,3,3,6	0.000714286	0.482857	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,6,3,7,3,6	0.000714286	0.483571	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,7,3,8,3,9	0.000714286	0.484286	<1e-06	>714.796
0,1,2,3,4,1,5,2,2,2,3,3,3,5	0.000714286	0.485	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,7,3,8,8,5	0.000714286	0.485714	<1e-06	>714.796
0,1,2,3,4,1,5,2,2,2,3,3,3,0	0.000714286	0.486429	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,7,8,3,3,5	0.000714286	0.487143	<1e-06	>714.796
0,1,2,3,4,1,5,2,2,0,3,3,3,0	0.000714286	0.487857	<1e-06	>714.796
0,1,2,3,4,1,5,0,6,7,3,3,3,8	0.000714286	0.488571	<1e-06	>714.796
0,1,2,3,4,1,5,0,6,7,3,3,3,6	0.000714286	0.489286	<1e-06	>714.796
0,1,2,3,4,1,5,5,6,7,8,3,3,9	0.000714286	0.49	1e-06	714.796
0,1,2,3,4,1,5,0,6,2,3,3,3,2	0.000714286	0.490714	<1e-06	>714.796
0,1,2,3,4,1,5,0,6,0,3,3,3,0	0.000714286	0.491429	<1e-06	>714.796
0,1,2,3,2,1,4,5,6,7,3,3,3,8	0.000714286	0.492143	<1e-06	>714.796
0,1,2,3,4,1,5,6,0,7,3,3,3,0	0.000714286	0.492857	<1e-06	>714.796
0,1,2,3,4,1,5,0,5,2,3,3,3,0	0.000714286	0.493571	<1e-06	>714.796
0,1,2,3,4,1,5,0,5,0,3,3,3,0	0.000714286	0.494286	<1e-06	>714.796
0,1,2,3,4,1,5,0,2,6,7,7,7,0	0.000714286	0.495	<1e-06	>714.796
0,1,2,3,4,1,5,0,2,6,3,3,3,7	0.000714286	0.495714	<1e-06	>714.796
0,1,2,3,4,1,5,0,0,6,3,7,3,8	0.000714286	0.496429	<1e-06	>714.796
0,1,2,3,4,1,5,6,0,7,3,3,3,7	0.000714286	0.497143	<1e-06	>714.796
0,1,2,3,4,1,5,0,0,6,3,3,3,6	0.000714286	0.497857	<1e-06	>714.796
0,1,2,3,4,1,5,6,2,2,3,3,3,6	0.000714286	0.498571	<1e-06	>714.796
0,1,2,3,4,1,5,0,0,5,3,3,3,6	0.000714286	0.499286	<1e-06	>714.796
0,1,2,3,4,1,5,6,2,5,3,3,3,6	0.000714286	0.5	<1e-06	>714.796
0,1,2,3,4,1,5,6,2,5,7,3,3,8	0.000714286	0.500714	<1e-06	>714.796
0,1,2,3,4,1,5,0,0,0,6,3,3,0	0.000714286	0.501429	<1e-06	>714.796
0,1,2,3,4,1,5,0,0,0,3,6,3,0	0.000714286	0.502143	<1e-06	>714.796
0,1,2,3,4,1,5,6,2,6,3,3,3,2	0.000714286	0.502857	<1e-06	>714.796
0,1,2,3,4,1,5,6,2,7,3,3,3,0	0.000714286	0.503571	<1e-06	>714.796
0,1,2,3,4,1,0,0,0,0,5,3,5,0	0.000714286	0.504286	<1e-06	>714.796
0,1,2,3,4,1,5,0,0,0,3,3,3,5	0.000714286	0.505	<1e-06	>714.796
0,1,2,3,4,1,0,0,0,0,5,5,3,6	0.000714286	0.505714	<1e-06	>714.796
0,1,2,3,4,1,0,0,0,0,5,5,5,0	0.000714286	0.506429	<1e-06	>714.796
0,1,2,3,4,1,5,6,2,7,3,3,3,7	0.000714286	0.507143	<1e-06	>714.796
0,1,2,3,4,1,0,0,0,0,5,5,5,6	0.000714286	0.507857	<1e-06	>714.796
0,1,2,3,4,1,4,4,4,5,3,3,6,7	0.000714286	0.508571	<1e-06	>714.796
0,1,0,2,3,1,4,5,0,6,2,2,2,7	0.000714286	0.509286	<1e-06	>714.796
0,1,2,3,4,1,5,6,2,7,8,8,3,9	0.000714286	0.51	<1e-06	>714.796
0,1,2,3,4,1,2,5,6,7,3,3,3,2	0.000714286	0.510714	<1e-06	>714.796
0,1,2,3,4,1,5,6,2,7,8,8,8,9	0.000714286	0.511429	1e-06	714.796
0,1,2,3,4,1,2,5,6,6,3,3,3,7	0.000714286	0.512143	<1e-06	>714.796
0,1,2,3,4,1,5,6,5,2,3,3,3,0	0.000714286	0.512857	<1e-06	>714.796
0,1,2,3,4,1,5,6,5,2,3,3,3,2	0.000714286	0.513571	<1e-06	>714.796
0,1,2,3,4,1,5,6,5,2,3,7,3,5	0.000714286	0.514286	<1e-06	>714.796
0,1,2,3,4,1,2,5,6,5,7,7,7,0	0.000714286	0.515	<1e-06	>714.796
0,1,2,3,4,1,2,5,6,5,3,3,3,7	0.000714286	0.515714	<1e-06	>714.796
0,1,0,2,3,1,4,5,0,0,2,2,2,6	0.000714286	0.516429	<1e-06	>714.796
0,1,0,2,3,1,4,5,0,0,2,2,2,0	0.000714286	0.517143	<1e-06	>714.796
0,1,2,3,4,1,0,0,0,5,6,3,3,0	0.000714286	0.517857	<1e-06	>714.796
0,1,2,3,4,1,5,6,5,5,3,7,3,0	0.000714286	0.518571	<1e-06	>714.796
0,1,2,3,4,1,2,5,6,0,3,3,3,7	0.000714286	0.519286	<1e-06	>714.796
0,1,2,3,4,1,5,6,5,6,3,3,7,8	0.000714286	0.52	<1e-06	>714.796
0,1,2,3,4,1,5,6,5,7,3,3,3,0	0.000714286	0.520714	<1e-06	>714.796
0,1,0,2,3,1,4,4,4,0,2,2,2,5	0.000714286	0.521429	<1e-06	>714.796
0,1,0,2,3,1,4,4,0,0,2,2,2,5	0.000714286	0.522143	<1e-06	>714.796
0,1,2,3,4,1,0,0,2,0,3,3,3,5	0.000714286	0.522857	<1e-06	>714.796
0,1,2,3,4,1,2,5,5,6,3,3,3,5	0.000714286	0.523571	<1e-06	>714.796
0,1,2,3,4,1,2,5,5,5,6,6,6,5	0.000714286	0.524286	<1e-06	>714.796
0,1,2,3,4,1,2,5,5,5,6,3,3,7	0.000714286	0.525	<1e-06	>714.796
0,1,2,3,4,1,5,6,5,7,3,3,8,5	0.000714286	0.525714	<1e-06	>714.796
0,1,2,3,4,1,0,0,2,2,3,3,3,0	0.000714286	0.526429	<1e-06	>714.796
0,1,2,3,4,1,5,6,5,7,8,8,8,9	0.000714286	0.527143	<1e-06	>714.796
0,1,2,3,4,1,5,5,0,6,3,3,3,0	0.000714286	0.527857	<1e-06	>714.796
0,1,2,3,4,1,0,0,2,5,3,3,3,2	0.000714286	0.528571	<1e-06	>714.796
0,1,0,2,3,1,4,0,5,6,2,2,2,7	0.000714286	0.529286	1e-06	714.796
0,1,2,3,4,1,5,6,6,2,3,3,3,5	0.000714286	0.53	<1e-06	>714.796
0,1,0,2,3,1,4,0,5,0,2,2,2,6	0.000714286	0.530714	<1e-06	>714.796
0,1,2,3,4,1,2,5,5,2,3,3,3,5	0.000714286	0.531429	<1e-06	>714.796
0,1,2,3,4,1,0,0,5,0,3,3,3,5	0.000714286	0.532143	<1e-06	>714.796
0,1,2,3,4,1,2,5,5,2,3,3,3,2	0.000714286	0.532857	<1e-06	>714.796
0,1,2,3,4,1,5,6,6,6,3,1,3,6	0.000714286	0.533571	<1e-06	>714.796
0,1,2,3,4,1,2,5,2,6,7,3,3,2	0.000714286	0.534286	<1e-06	>714.796
0,1,2,3,4,1,2,5,2,6,7,3,3,0	0.000714286	0.535	<1e-06	>714.796
0,1,2,3,4,1,5,6,6,6,3,3,7,8	0.000714286	0.535714	<1e-06	>714.796
0,1,2,3,4,1,2,5,2,6,3,3,3,6	0.000714286	0.536429	<1e-06	>714.796
0,1,2,3,4,1,5,6,6,6,7,3,7,8	0.000714286	0.537143	<1e-06	>714.796
0,1,2,3,4,1,5,6,6,6,7,7,7,6	0.000714286	0.537857	<1e-06	>714.796
0,1,2,3,4,1,2,5,2,5,6,3,6,7	0.000714286	0.538571	<1e-06	>714.796
0,1,2,3,4,1,5,6,6,7,3,8,3,9	0.000714286	0.539286	<1e-06	>714.796
0,1,2,3,4,1,2,5,2,5,3,3,3,5	0.000714286	0.54	<1e-06	>714.796
0,1,2,3,4,1,2,5,2,2,3,6,3,2	0.000714286	0.540714	<1e-06	>714.796
0,1,0,2,3,1,0,4,5,6,2,2,2,5	0.000714286	0.541429	<1e-06	>714.796
0,1,2,3,4,1,5,6,6,7,8,3,3,6	0.000714286	0.542143	<1e-06	>714.796
0,1,2,3,4,1,5,6,6,7,8,8,8,7	0.000714286	0.542857	<1e-06	>714.796
0,1,2,3,4,1,5,6,6,7,8,8,8,9	0.000714286	0.543571	<1e-06	>714.796
0,1,2,3,4,1,0,0,5,6,3,3,7,0	0.000714286	0.544286	<1e-06	>714.796
0,1,2,3,4,1,0,0,5,6,3,3,7,8	0.000714286	0.545	<1e-06	>714.796
0,1,2,3,4,1,2,5,2,0,3,3,6,7	0.000714286	0.545714	<1e-06	>714.796
0,1,2,3,4,1,2,5,2,0,3,3,3,6	0.000714286	0.546429	<1e-06	>714.796
0,1,2,3,4,1,2,5,0,2,3,3,3,6	0.000714286	0.547143	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,0,3,3,3,5	0.000714286	0.547857	1e-06	714.796
0,1,2,3,4,1,2,4,2,0,3,3,3,0	0.000714286	0.548571	<1e-06	>714.796
0,1,2,3,4,1,2,2,5,6,7,7,8,9	0.000714286	0.549286	1e-06	714.796
0,1,2,3,4,1,2,2,5,6,7,7,7,6	0.000714286	0.55	<1e-06	>714.796
0,1,2,3,4,1,2,2,5,6,7,3,3,5	0.000714286	0.550714	<1e-06	>714.796
0,1,2,3,4,1,2,2,5,6,3,3,7,8	0.000714286	0.551429	<1e-06	>714.796
0,1,2,3,4,1,0,2,0,5,3,3,3,0	0.000714286	0.552143	<1e-06	>714.796
0,1,0,2,3,1,0,4,5,0,2,2,2,6	0.000714286	0.552857	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,0,3,3,3,8	0.000714286	0.553571	<1e-06	>714.796
0,1,0,2,3,1,0,4,4,5,2,2,2,6	0.000714286	0.554286	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,0,8,8,8,9	0.000714286	0.555	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,2,3,3,3,2	0.000714286	0.555714	<1e-06	>714.796
0,1,2,3,4,1,2,2,5,5,3,6,3,5	0.000714286	0.556429	<1e-06	>714.796
0,1,2,3,4,1,0,2,2,0,3,3,3,5	0.000714286	0.557143	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,2,3,3,3,5	0.000714286	0.557857	<1e-06	>714.796
0,1,2,3,4,1,2,2,5,2,3,6,3,7	0.000714286	0.558571	<1e-06	>714.796
0,1,2,3,4,1,2,2,5,2,3,6,3,5	0.000714286	0.559286	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,2,3,3,3,7	0.000714286	0.56	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,2,8,8,3,9	0.000714286	0.560714	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,5,3,3,3,0	0.000714286	0.561429	<1e-06	>714.796
0,1,0,2,3,1,0,4,0,5,2,2,2,6	0.000714286	0.562143	<1e-06	>714.796
0,1,2,3,4,1,2,2,5,2,3,3,3,0	0.000714286	0.562857	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,5,8,3,3,9	0.000714286	0.563571	<1e-06	>714.796
0,1,2,3,4,1,2,2,2,5,6,6,6,2	0.000714286	0.564286	<1e-06	>714.796
0,1,2,3,4,1,2,2,2,5,3,3,6,7	0.000714286	0.565	<1e-06	>714.796
0,1,2,3,4,1,2,2,2,5,3,3,6,2	0.000714286	0.565714	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,5,8,8,8,5	0.000714286	0.566429	<1e-06	>714.796
0,1,0,2,3,1,0,4,0,0,2,2,2,5	0.000714286	0.567143	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,6,3,3,3,0	0.000714286	0.567857	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,6,3,3,3,7	0.000714286	0.568571	<1e-06	>714.796
0,1,2,3,4,1,2,2,2,4,3,5,3,6	0.000714286	0.569286	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,6,8,8,8,6	0.000714286	0.57	<1e-06	>714.796
0,1,2,3,4,1,2,2,2,2,5,6,6,2	0.000714286	0.570714	<1e-06	>714.796
0,1,0,2,3,1,0,0,4,5,2,2,2,6	0.000714286	0.571429	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,7,3,3,3,5	0.000714286	0.572143	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,7,3,3,3,6	0.000714286	0.572857	<1e-06	>714.796
0,1,2,3,4,1,2,2,2,2,5,5,5,6	0.000714286	0.573571	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,7,3,8,3,6	0.000714286	0.574286	<1e-06	>714.796
0,1,2,3,4,1,2,2,2,2,5,5,3,0	0.000714286	0.575	<1e-06	>714.796
0,1,2,3,4,1,2,2,2,2,3,3,5,6	0.000714286	0.575714	<1e-06	>714.796
0,1,2,3,4,1,2,2,2,2,3,3,5,2	0.000714286	0.576429	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,7,3,8,8,9	0.000714286	0.577143	1e-06	714.796
0,1,2,3,4,1,0,5,0,5,3,3,3,6	0.000714286	0.577857	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,7,3,8,9,6	0.000714286	0.578571	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,7,8,3,3,9	0.000714286	0.579286	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,8,3,3,9,5	0.000714286	0.58	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,8,3,3,9,8	0.000714286	0.580714	<1e-06	>714.796
0,1,0,2,3,1,0,0,0,0,4,2,5,6	0.000714286	0.581429	<1e-06	>714.796
0,1,2,3,4,1,2,2,0,5,3,3,3,6	0.000714286	0.582143	<1e-06	>714.796
0,1,2,3,4,1,2,2,0,2,3,3,3,5	0.000714286	0.582857	<1e-06	>714.796
0,1,2,3,4,1,2,2,0,2,3,3,3,0	0.000714286	0.583571	<1e-06	>714.796
0,1,2,3,4,1,2,0,5,2,3,3,3,5	0.000714286	0.584286	<1e-06	>714.796
0,1,2,3,4,1,2,0,5,0,3,3,3,0	0.000714286	0.585	<1e-06	>714.796
0,1,2,3,4,1,2,0,2,5,3,3,3,6	0.000714286	0.585714	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,8,3,9,3,10	0.000714286	0.586429	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,8,3,9,9,8	0.000714286	0.587143	<1e-06	>714.796
0,1,2,3,4,1,0,5,6,7,3,3,3,7	0.000714286	0.587857	<1e-06	>714.796
0,1,2,3,4,1,0,5,2,6,3,3,3,0	0.000714286	0.588571	<1e-06	>714.796
0,1,2,3,4,1,0,5,2,6,3,3,3,5	0.000714286	0.589286	<1e-06	>714.796
0,1,2,3,4,1,0,5,2,6,3,3,3,6	0.000714286	0.59	<1e-06	>714.796
0,1,2,3,4,1,0,5,6,7,3,3,3,5	0.000714286	0.590714	<1e-06	>714.796
0,1,2,3,4,1,0,5,6,7,3,3,3,0	0.000714286	0.591429	<1e-06	>714.796
0,1,2,3,4,1,5,6,7,8,9,9,9,7	0.000714286	0.592143	1e-06	714.796
0,1,2,3,4,5,2,0,2,2,3,3,3,6	0.000714286	0.592857	<1e-06	>714.796
0,1,2,3,4,5,2,2,2,6,3,3,3,7	0.000714286	0.593571	<1e-06	>714.796
0,1,2,3,4,1,5,5,2,2,6,3,3,7	0.000714286	0.594286	<1e-06	>714.796
0,1,2,3,4,1,2,5,5,5,3,3,3,2	0.000714286	0.595	<1e-06	>714.796
0,1,0,2,0,1,0,0,0,3,4,2,4,0	0.000357143	0.595357	<1e-06	>357.27
0,1,2,3,4,5,6,7,8,9,10,3,3,11	0.000357143	0.595714	1.4e-05	25.519
0,1,2,3,4,1,0,5,5,4,3,3,3,0	0.000357143	0.596071	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,5,3,3,3,5	0.000357143	0.596429	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,6,3,3,3,0	0.000357143	0.596786	<1e-06	>357.27
0,1,2,3,4,1,0,5,5,6,3,3,3,5	0.000357143	0.597143	<1e-06	>357.27
