genus,specific_epithet,museum_id,genbank_id,river,side,
Acanthosaura,crucigera,CAS 208426,AY572895,Salween,W,
Acanthosaura,crucigera,IRSNB15141,AY572892,Salween,E,
Acanthosaura,crucigera,Isolate 33/PCUM,AY572891,Salween,E,
Acanthosaura,crucigera,Isolate 32/PCUM,AY572890 ,Salween,E,
Acanthosaura,crucigera,Isolate 31/PCUM,AY572889,Salween,E,
Acanthosaura,crucigera,CAS 206626,AY572888,Salween,W,
Acanthosaura,crucigera,Isolate 89/A89 ,AY572887,Salween,E,
