genus,specific_epithet,museum_id,genbank_id,river,side,
Ichtyophis,nguyenorum,ZMMU:NAP-00831,KP264623.1,Mekong,E,M-E
Ichtyophis,nguyenorum,ZMMU:NAP-01607,KP264622.1,Mekong,E,M-E
Ichtyophis,nguyenorum,ZMMU:NAP-03588,KP264621.1,Mekong,E,M-E
Ichtyophis,nguyenorum,FMNH 262775,MN928601.1,Mekong,E,M-E
Ichtyophis,nguyenorum,LSUHC:9335,KP264619.1,Mekong,W,M-W
Ichtyophis,nguyenorum,LSUHC:10106,KP264620.1,Mekong,W,M-W
