genus,specific_epithet,museum_id,genbank_id,river,side,
Acanthosaura,murphyi,SH-016,PZ056173,Mekong,E,
Acanthosaura,murphyi,SH-017,PZ056174,Mekong,E,
Acanthosaura,murphyi,SH-018,PZ056175 ,Mekong,E,
Acanthosaura,murphyi,ZMB 57526,PZ056176,Mekong,W,
Acanthosaura,murphyi,ZMB 57527,PZ056177 ,Mekong,W,
