genus,specific_epithet,museum_id,genbank_id,river,side,
Microlytta,aishani,CAS231509,MW035603.1,Chindwin,E,
Microlytta,aishani,MZMU3695,PV545500.1,Chindwin,W,
Microlytta,aishani,CAS231526,MW035599.1,Chindwin,E,
Microlytta,aishani,SDBDU 3920,MK889218.1,Chindwin,W,
Microlytta,aishani,CAS231524,MW035602.1,Chindwin,E,
Microlytta,aishani,CAS232730,MW035601.1,Chindwin,E,
Microlytta,aishani,CAS233049,MW035600.1,Chindwin,E,
