genus,specific_epithet,museum_id,genbank_id,river,side,
Acanthosaura,murphyi,SH-016,PZ027942.1,Mekong,E,
Acanthosaura,murphyi,SH-017,PZ027943.1,Mekong,E,
Acanthosaura,murphyi,SH-018,PZ027944.1,Mekong,E,
Acanthosaura,murphyi,ZMB 57526,PZ027945.1,Mekong,W,
Acanthosaura,murphyi,ZMB 57527,PZ027946.1,Mekong,W,
