generation 5000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
RootPopulationSizeScaler2	3761	3642	1	0.0322581	0.231095	
LeafPopulationSizeScaler2	3918	3481	1	0.0322581	0.246328	
RootPopulationSizeScaler3	4424	2984	1	0.0322581	0.126216	
LeafPopulationSizeScaler3	4260	3168	1	0.0322581	0.221359	
RootPopulationSizeScaler4	3838	3519	1	0.0322581	0.306173	
LeafPopulationSizeScaler4	5238	2155	1	0.0322581	0.97895	
RootPopulationSizeScaler5	3876	3526	1	0.0322581	0.287966	
LeafPopulationSizeScaler5	3896	3482	1	0.0322581	0.349499	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	9692	0	10	0.322581	none	
TimeSizeRateMixer	13093	12399	5	0.16129	0.217682	
TimeRootSizeMixer	7504	7723	3	0.0967742	0.189432	
EventTimeScaler	52991	42696	1	0.0322581	0.540567	
RootPopulationSizeScaler0	4443	4433	1	0.0322581	0.314147	
LeafPopulationSizeScaler0	5327	3468	1	0.0322581	1.10153	
RootPopulationSizeScaler1	4296	4503	1	0.0322581	0.298461	
LeafPopulationSizeScaler1	4767	4056	1	0.0322581	0.676747	
RootPopulationSizeScaler2	4424	4423	1	0.0322581	0.231756	
LeafPopulationSizeScaler2	4627	4183	1	0.0322581	0.249183	
RootPopulationSizeScaler3	5236	3633	1	0.0322581	0.12886	
LeafPopulationSizeScaler3	5020	3840	1	0.0322581	0.22539	
RootPopulationSizeScaler4	4529	4266	1	0.0322581	0.30806	
LeafPopulationSizeScaler4	6149	2695	1	0.0322581	1.01295	
RootPopulationSizeScaler5	4591	4251	1	0.0322581	0.290647	
LeafPopulationSizeScaler5	4577	4221	1	0.0322581	0.352445	
generation 35000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	11288	0	10	0.322581	none	
TimeSizeRateMixer	15124	14556	5	0.16129	0.219003	
TimeRootSizeMixer	8645	8956	3	0.0967742	0.190704	
EventTimeScaler	61206	50192	1	0.0322581	0.547583	
RootPopulationSizeScaler0	5106	5222	1	0.0322581	0.315942	
LeafPopulationSizeScaler0	6131	4108	1	0.0322581	1.1228	
RootPopulationSizeScaler1	4958	5260	1	0.0322581	0.300026	
LeafPopulationSizeScaler1	5516	4764	1	0.0322581	0.68372	
RootPopulationSizeScaler2	5127	5146	1	0.0322581	0.233268	
LeafPopulationSizeScaler2	5356	4895	1	0.0322581	0.251655	
RootPopulationSizeScaler3	6006	4299	1	0.0322581	0.130772	
LeafPopulationSizeScaler3	5810	4481	1	0.0322581	0.228452	
RootPopulationSizeScaler4	5209	5018	1	0.0322581	0.309733	
LeafPopulationSizeScaler4	7074	3213	1	0.0322581	1.04361	
RootPopulationSizeScaler5	5285	4998	1	0.0322581	0.292513	
LeafPopulationSizeScaler5	5268	4977	1	0.0322581	0.354829	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	12893	0	10	0.322581	none	
TimeSizeRateMixer	17197	16871	5	0.16129	0.220038	
TimeRootSizeMixer	9860	10395	3	0.0967742	0.191312	
EventTimeScaler	69672	58044	1	0.0322581	0.553666	
RootPopulationSizeScaler0	5840	6037	1	0.0322581	0.317718	
LeafPopulationSizeScaler0	6973	4791	1	0.0322581	1.13937	
RootPopulationSizeScaler1	5677	6054	1	0.0322581	0.301349	
LeafPopulationSizeScaler1	6255	5544	1	0.0322581	0.688348	
RootPopulationSizeScaler2	5852	5922	1	0.0322581	0.234796	
LeafPopulationSizeScaler2	6090	5660	1	0.0322581	0.253374	
RootPopulationSizeScaler3	6798	5011	1	0.0322581	0.132227	
LeafPopulationSizeScaler3	6585	5208	1	0.0322581	0.231101	
RootPopulationSizeScaler4	5948	5797	1	0.0322581	0.311922	
LeafPopulationSizeScaler4	7993	3801	1	0.0322581	1.07021	
RootPopulationSizeScaler5	6007	5783	1	0.0322581	0.294205	
LeafPopulationSizeScaler5	6025	5729	1	0.0322581	0.357446	
generation 45000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	14522	0	10	0.322581	none	
TimeSizeRateMixer	19239	18996	5	0.16129	0.221161	
TimeRootSizeMixer	11070	11750	3	0.0967742	0.191976	
EventTimeScaler	77960	65812	1	0.0322581	0.558595	
RootPopulationSizeScaler0	6509	6834	1	0.0322581	0.318716	
LeafPopulationSizeScaler0	7764	5441	1	0.0322581	1.15376	
RootPopulationSizeScaler1	6376	6817	1	0.0322581	0.302746	
LeafPopulationSizeScaler1	6989	6261	1	0.0322581	0.692887	
RootPopulationSizeScaler2	6548	6667	1	0.0322581	0.235935	
LeafPopulationSizeScaler2	6785	6410	1	0.0322581	0.254831	
RootPopulationSizeScaler3	7564	5705	1	0.0322581	0.133581	
LeafPopulationSizeScaler3	7355	5885	1	0.0322581	0.234086	
RootPopulationSizeScaler4	6678	6526	1	0.0322581	0.314006	
LeafPopulationSizeScaler4	8877	4366	1	0.0322581	1.0924	
RootPopulationSizeScaler5	6735	6511	1	0.0322581	0.296254	
LeafPopulationSizeScaler5	6762	6440	1	0.0322581	0.359764	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	16185	0	10	0.322581	none	
TimeSizeRateMixer	21142	21110	5	0.16129	0.222012	
TimeRootSizeMixer	12268	13010	3	0.0967742	0.192961	
EventTimeScaler	86133	73601	1	0.0322581	0.562793	
RootPopulationSizeScaler0	7165	7602	1	0.0322581	0.319468	
LeafPopulationSizeScaler0	8547	6068	1	0.0322581	1.16733	
RootPopulationSizeScaler1	7012	7589	1	0.0322581	0.303208	
LeafPopulationSizeScaler1	7712	6960	1	0.0322581	0.698164	
RootPopulationSizeScaler2	7212	7419	1	0.0322581	0.23639	
LeafPopulationSizeScaler2	7463	7132	1	0.0322581	0.255883	
RootPopulationSizeScaler3	8329	6345	1	0.0322581	0.13489	
LeafPopulationSizeScaler3	8094	6553	1	0.0322581	0.236176	
RootPopulationSizeScaler4	7361	7232	1	0.0322581	0.315588	
LeafPopulationSizeScaler4	9727	4915	1	0.0322581	1.11079	
RootPopulationSizeScaler5	7406	7236	1	0.0322581	0.297336	
LeafPopulationSizeScaler5	7461	7153	1	0.0322581	0.361378	
generation 55000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	17715	0	10	0.322581	none	
TimeSizeRateMixer	23172	23295	5	0.16129	0.222756	
TimeRootSizeMixer	13576	14463	3	0.0967742	0.193471	
EventTimeScaler	94306	81170	1	0.0322581	0.567047	
RootPopulationSizeScaler0	7877	8409	1	0.0322581	0.32044	
LeafPopulationSizeScaler0	9373	6741	1	0.0322581	1.17922	
RootPopulationSizeScaler1	7691	8403	1	0.0322581	0.303778	
LeafPopulationSizeScaler1	8452	7713	1	0.0322581	0.702448	
RootPopulationSizeScaler2	7901	8237	1	0.0322581	0.236939	
LeafPopulationSizeScaler2	8192	7879	1	0.0322581	0.256966	
RootPopulationSizeScaler3	9157	7012	1	0.0322581	0.136155	
LeafPopulationSizeScaler3	8890	7246	1	0.0322581	0.238186	
RootPopulationSizeScaler4	8088	7994	1	0.0322581	0.317233	
LeafPopulationSizeScaler4	10631	5505	1	0.0322581	1.12922	
RootPopulationSizeScaler5	8176	7983	1	0.0322581	0.299149	
LeafPopulationSizeScaler5	8209	7913	1	0.0322581	0.363307	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	19318	0	10	0.322581	none	
TimeSizeRateMixer	25165	25469	5	0.16129	0.223432	
TimeRootSizeMixer	14755	15788	3	0.0967742	0.194041	
EventTimeScaler	102299	89003	1	0.0322581	0.570367	
RootPopulationSizeScaler0	8548	9188	1	0.0322581	0.321107	
LeafPopulationSizeScaler0	10168	7396	1	0.0322581	1.18965	
RootPopulationSizeScaler1	8413	9144	1	0.0322581	0.304899	
LeafPopulationSizeScaler1	9149	8464	1	0.0322581	0.70552	
RootPopulationSizeScaler2	8581	9003	1	0.0322581	0.237549	
LeafPopulationSizeScaler2	8874	8640	1	0.0322581	0.257825	
RootPopulationSizeScaler3	9919	7711	1	0.0322581	0.137089	
LeafPopulationSizeScaler3	9606	7976	1	0.0322581	0.239618	
RootPopulationSizeScaler4	8774	8755	1	0.0322581	0.318118	
LeafPopulationSizeScaler4	11527	6081	1	0.0322581	1.14511	
RootPopulationSizeScaler5	8861	8723	1	0.0322581	0.300157	
LeafPopulationSizeScaler5	8907	8658	1	0.0322581	0.364366	
generation 65000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	20890	0	10	0.322581	none	
TimeSizeRateMixer	27112	27694	5	0.16129	0.223953	
TimeRootSizeMixer	15835	17042	3	0.0967742	0.194425	
EventTimeScaler	110253	96691	1	0.0322581	0.573561	
RootPopulationSizeScaler0	9198	9948	1	0.0322581	0.321645	
LeafPopulationSizeScaler0	10911	8068	1	0.0322581	1.1976	
RootPopulationSizeScaler1	9104	9864	1	0.0322581	0.305845	
LeafPopulationSizeScaler1	9820	9191	1	0.0322581	0.708403	
RootPopulationSizeScaler2	9210	9803	1	0.0322581	0.237659	
LeafPopulationSizeScaler2	9562	9364	1	0.0322581	0.258752	
RootPopulationSizeScaler3	10657	8386	1	0.0322581	0.138044	
LeafPopulationSizeScaler3	10311	8689	1	0.0322581	0.240865	
RootPopulationSizeScaler4	9465	9471	1	0.0322581	0.31928	
LeafPopulationSizeScaler4	12351	6652	1	0.0322581	1.15844	
RootPopulationSizeScaler5	9521	9468	1	0.0322581	0.300761	
LeafPopulationSizeScaler5	9597	9389	1	0.0322581	0.365367	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	22466	0	10	0.322581	none	
TimeSizeRateMixer	29057	29867	5	0.16129	0.224508	
TimeRootSizeMixer	17067	18387	3	0.0967742	0.19476	
EventTimeScaler	118295	104408	1	0.0322581	0.576485	
RootPopulationSizeScaler0	9858	10744	1	0.0322581	0.321939	
LeafPopulationSizeScaler0	11656	8766	1	0.0322581	1.20404	
RootPopulationSizeScaler1	9768	10637	1	0.0322581	0.306323	
LeafPopulationSizeScaler1	10523	9934	1	0.0322581	0.710945	
RootPopulationSizeScaler2	9897	10574	1	0.0322581	0.238028	
LeafPopulationSizeScaler2	10283	10113	1	0.0322581	0.259489	
RootPopulationSizeScaler3	11449	9044	1	0.0322581	0.139082	
LeafPopulationSizeScaler3	11056	9381	1	0.0322581	0.242143	
RootPopulationSizeScaler4	10145	10255	1	0.0322581	0.320045	
LeafPopulationSizeScaler4	13196	7270	1	0.0322581	1.17012	
RootPopulationSizeScaler5	10210	10247	1	0.0322581	0.30153	
LeafPopulationSizeScaler5	10307	10151	1	0.0322581	0.366526	
generation 75000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	24119	0	10	0.322581	none	
TimeSizeRateMixer	30904	31929	5	0.16129	0.224989	
TimeRootSizeMixer	18248	19771	3	0.0967742	0.195026	
EventTimeScaler	126299	112263	1	0.0322581	0.579072	
RootPopulationSizeScaler0	10507	11512	1	0.0322581	0.322318	
LeafPopulationSizeScaler0	12383	9446	1	0.0322581	1.21012	
RootPopulationSizeScaler1	10417	11398	1	0.0322581	0.306731	
LeafPopulationSizeScaler1	11228	10657	1	0.0322581	0.713473	
RootPopulationSizeScaler2	10543	11341	1	0.0322581	0.238263	
LeafPopulationSizeScaler2	10915	10875	1	0.0322581	0.259838	
RootPopulationSizeScaler3	12223	9695	1	0.0322581	0.139991	
LeafPopulationSizeScaler3	11761	10082	1	0.0322581	0.243076	
RootPopulationSizeScaler4	10804	11003	1	0.0322581	0.32077	
LeafPopulationSizeScaler4	14029	7837	1	0.0322581	1.1818	
RootPopulationSizeScaler5	10921	10959	1	0.0322581	0.302668	
LeafPopulationSizeScaler5	10970	10910	1	0.0322581	0.367271	
