generation	ln_likelihood	ln_prior	number_of_events	concentration	root_height_index_E1	ln_likelihood_E1	ln_prior_E1	root_height_E1	mutation_rate_E1	freq_1_E1	pop_size_E1	pop_size_W1	pop_size_root_E1	root_height_index_W2	ln_likelihood_W2	ln_prior_W2	root_height_W2	mutation_rate_W2	freq_1_W2	pop_size_W2	pop_size_E2	pop_size_root_W2	root_height_index_W3	ln_likelihood_W3	ln_prior_W3	root_height_W3	mutation_rate_W3	freq_1_W3	pop_size_W3	pop_size_E3	pop_size_root_W3	root_height_index_W6	ln_likelihood_W6	ln_prior_W6	root_height_W6	mutation_rate_W6	freq_1_W6	pop_size_W6	pop_size_E6	pop_size_root_W6	root_height_index_W8	ln_likelihood_W8	ln_prior_W8	root_height_W8	mutation_rate_W8	freq_1_W8	pop_size_W8	pop_size_E8	pop_size_root_W8	root_height_index_E	ln_likelihood_E	ln_prior_E	root_height_E	mutation_rate_E	freq_1_E	pop_size_E	pop_size_W	pop_size_root_E
500	-17713.447035758094	21.4985242066460032	5	7.5	0	-323.851573508585091	9.58962157709378005	0.00451403478300869531	1	0.5	0.000843230709072220253	0.00121742565320901233	0.000988520580987676915	1	-759.819969819381527	11.4661660006207633	0.00490610116422307216	1	0.5	0.00302750475850095766	0.00243558443137889113	0.00303477532280435353	2	-4508.63571867722203	2.35542751170159192	0.0112264310213944802	1	0.5	0.00640706208362920582	0.011603021203492693	0.0117625292696759455	3	-7882.05216212583036	-31.0278293562867375	0.0486238146747158748	1	0.5	0.0270955435941514673	0.00667535351017900513	0.031371600057797884	4	-543.657051962647529	8.60340957372242343	0.00300337650374060856	1	0.5	0.000778857465103484901	0.000997224782686245139	0.000968811620396787415	3	-3695.43055966442444	8.36445060133664953	0.0486238146747158748	1	0.5	0.0100549043506564361	0.0038732648453307485	0.0063600793745143009
550	-17676.8194819296004	16.2093722387802579	4	7.5	0	-321.820612625045612	9.4262660035685748	0.000412119377861791081	1	0.5	0.000792654371951447348	0.00179789268571790817	0.00113929994351371884	1	-758.037278110986676	10.0720576825990946	0.00479394303036269256	1	0.5	0.00363040416288333079	0.0026063343070959694	0.0037592677842338911	2	-4510.84582233863512	5.16612786154139769	0.0143652647167949038	1	0.5	0.00678312943015990915	0.0123329324940483643	0.0105592692671621028	3	-7848.04447132982386	-31.2524699157229264	0.0497667545962574634	1	0.5	0.0332780747831434368	0.00726104391392734354	0.0350921236934356312	1	-542.927856000321185	7.92129409594862111	0.00479394303036269256	1	0.5	0.000625000841371137162	0.000733842002760942257	0.000669195040375908921	3	-3695.1434415247877	9.05532377633772612	0.0497667545962574634	1	0.5	0.0094823817078461773	0.00382123274880483751	0.00675121949801254454
600	-17624.2397952224928	15.3551914287903024	6	7.5	0	-320.644924696627641	9.3014185593847678	0.0017087689931811513	1	0.5	0.000663088800429558834	0.00151168468081841261	0.0011370217202509871	1	-758.273727072799602	11.3840130951627891	0.00377787797623274678	1	0.5	0.00434905298002127502	0.00266224902350962111	0.00385712159691394474	2	-4509.71839382168582	3.98532344311832176	0.0127244758825504709	1	0.5	0.00672821152549704041	0.012718549091752563	0.0114227350674017854	3	-7796.41535266329083	-37.5519970564048151	0.0738527311601246128	1	0.5	0.0444401401025890722	0.0070952716163700932	0.0421724554630258722	4	-542.139908944476019	7.90193617464098352	0.00239776904944312549	1	0.5	0.000629732695140279792	0.000757109927992668337	0.000654786176025562374	5	-3697.04748802361064	8.59785134289350239	0.048119191435482038	1	0.5	0.00939161148509133105	0.00434637983577040518	0.0061990062125061602
650	-17557.2012303174852	-17.7009639873810087	5	7.5	0	-321.491140581618595	9.12045365359803739	0.00114611848988809451	1	0.5	0.000631388235507704789	0.00238306680601911743	0.00167814428258333034	1	-760.904663814483342	11.7636782447968322	0.00733607475476502451	1	0.5	0.003921338815217776	0.00228637445423000114	0.00328641008544388073	2	-4508.70241859676935	3.31667263298324855	0.0135571225400590318	1	0.5	0.0070367816504977778	0.0109736630386710072	0.0114326711663779845	3	-7724.67417719215337	-73.0403044101377219	0.0480168633336807774	1	0.5	0.0561977320819229756	0.00461354508529098102	0.0661006082865583239	4	-547.067730221619172	9.94430627833314063	0.0017412646290680964	1	0.5	0.00161426237480751509	0.000835195098962830174	0.00115317883242845639	3	-3694.36109991084231	8.99931987462574767	0.0480168633336807774	1	0.5	0.00945659311925593424	0.0025752629981663621	0.00630804217404440197
700	-17548.6121078328433	-23.3298037156904527	4	7.5	0	-321.200629532887547	10.0888254808762881	0.000561416403352782509	1	0.5	0.000924147874447854242	0.00154324267336022739	0.0012846769568135017	1	-757.754868575965247	11.731166554885661	0.00486473285269998796	1	0.5	0.00385849080022475062	0.00348248255028484662	0.0039441328943070177	2	-4508.83207655209844	0.182098316581253528	0.0106440241434867886	1	0.5	0.00491557977020725279	0.0112884896892883856	0.0115028145981992784	3	-7718.14881223024076	-70.8292228778775126	0.0426445929716172401	1	0.5	0.0536156606944284408	0.00306487419778295233	0.0618970536745967401	1	-548.31197719675913	10.2670313545772416	0.00486473285269998796	1	0.5	0.0014981065967341208	0.0011011416834811787	0.00138123304186177158	3	-3694.36374374488969	8.34719318574683911	0.0426445929716172401	1	0.5	0.00975070785945603494	0.00268723498991076939	0.0068790519047722664
750	-17553.7355258409225	-15.3830729033131082	5	7.5	0	-322.177771174581096	11.45277432335795	0.00248286881495450064	1	0.5	0.00181262332516592259	0.00166241695291202544	0.00171186696712095519	1	-757.74868354414798	11.3139438811067592	0.00512973596466469173	1	0.5	0.00585573748037998294	0.00330299557626002101	0.0044159638351913633	2	-4506.27561716067976	-1.42539378099173319	0.0117415265620271856	1	0.5	0.00597103041414240743	0.0123158055738135548	0.0130918654621852305	3	-7725.16032182461822	-63.5411755777296889	0.0475735797504115709	1	0.5	0.0531894675267374911	0.00247781291248089404	0.057165746894548293	0	-548.051157379845336	10.633615280247227	0.00248286881495450064	1	0.5	0.00110353901373528456	0.00189020557246741836	0.00157763465022057428	4	-3694.32197475705016	8.3843546403434317	0.0488307467360706918	1	0.5	0.0104127612183648674	0.00312358599470414838	0.0063441601641741124
800	-17549.9995313536929	-15.8225853106114016	4	7.5	0	-321.043575069237249	10.4205864736057734	0.00256638009529422092	1	0.5	0.00179298809426683796	0.000964143628963129288	0.0013092603746574919	1	-758.000568720356227	11.3408583340527755	0.0062017474829571392	1	0.5	0.00548133817239576486	0.00282633929532390572	0.00386129634215744881	2	-4510.151533757381	4.8486921022822429	0.0134998478285564445	1	0.5	0.00637161937807486332	0.0109697638752645314	0.010509179102852045	3	-7719.3173415104975	-67.3603062106152493	0.0372151505255944245	1	0.5	0.0548421597649746823	0.00238389725705000612	0.0599900881645361317	0	-544.714096923009834	9.73601638054116236	0.00256638009529422092	1	0.5	0.000906454819639396724	0.00118109284877344098	0.00103783539868022899	3	-3696.77241537321152	8.38529929612666436	0.0372151505255944245	1	0.5	0.0103608660122977789	0.00306138027043818036	0.00705619290704095643
850	-17564.5962308157614	-13.8226238066569476	3	7.5	0	-323.258206081077446	11.6980746624459577	0.00286020504116736704	1	0.5	0.00192318670417011882	0.00200310902687026024	0.0018877817572654236	0	-760.237852236561594	11.0625069617524332	0.00286020504116736704	1	0.5	0.00623672203398380112	0.00236962152417439457	0.004155221119945097	1	-4510.64669476517156	4.28735124464452966	0.0106329372582569786	1	0.5	0.00571286877777261396	0.0109656319989813681	0.0104845883107114145	2	-7726.6996982510509	-61.8537805534939764	0.0335691840721063714	1	0.5	0.0574431060435384166	0.00319478312842993951	0.0588643948510407522	0	-544.266768357040178	9.49470066911926125	0.00286020504116736704	1	0.5	0.000851500984454296554	0.00112376062284198276	0.000996327277226727445	2	-3699.48701112486015	9.36710096536287296	0.0335691840721063714	1	0.5	0.00831756797037940844	0.00272820715738905173	0.00607720584856297295
900	-17544.2615347327082	-20.8867996508836384	5	7.5	0	-320.574129028459879	9.99413861454807062	0.00162258634326559268	1	0.5	0.00156060433111864677	0.00132848782125797238	0.00124351323869222887	1	-757.705156021567632	11.3570317659273954	0.0045391317359626095	1	0.5	0.00484650328203990646	0.00350625682424114812	0.0045216528752730703	2	-4508.99017179923521	3.56515154834082182	0.0123082015946171901	1	0.5	0.00588787352138822519	0.0110644567709190199	0.0108742253051129362	3	-7718.98554013435205	-68.5580705104949999	0.0258261367233690378	1	0.5	0.0545544375352427502	0.00258074973194036706	0.0607077054799100846	1	-541.930708239018031	5.79210114948477539	0.0045391317359626095	1	0.5	0.000493784584894509169	0.000505916412944770744	0.000554534005640565245	4	-3696.07582951007498	7.73496855905067804	0.0571716925118475605	1	0.5	0.0102726120662517909	0.00238129129855173564	0.00710605822281765685
950	-17553.5091246274278	-10.4444465956430665	5	7.5	0	-319.78503358089722	9.37145307676734163	0.000691765438804860613	1	0.5	0.000965880697396885373	0.000916682270075005914	0.000928425076656101038	1	-758.241745767598331	11.5796440056988885	0.0041191293000062976	1	0.5	0.00519769776450057421	0.00342251182121175836	0.00441179638382807864	2	-4511.68979433600725	5.31328158623374236	0.0123616846155608986	1	0.5	0.00693094908154378176	0.0119126912265419688	0.0104843820143313577	3	-7723.36192789029701	-63.4500395896017153	0.0399280938269594848	1	0.5	0.0554128904092527214	0.00257073501508391393	0.0583155593953657153	1	-542.185726982404731	7.05417146582978205	0.0041191293000062976	1	0.5	0.000603158438363478994	0.000528118671890700467	0.000556137437970844438	4	-3698.24489607022133	10.0947609113093542	0.0407230484691311623	1	0.5	0.00785624841840191698	0.00261547968987425102	0.00544468431358244038
1000	-17558.171449788304	-12.2522693407347152	5	7.5	0	-325.008688871830998	11.2088494880606824	0.00305118342874458525	1	0.5	0.00215723518879705305	0.00278027422210404534	0.00213804329134508831	1	-758.365898974014272	11.1950051439071316	0.00585079860901712486	1	0.5	0.005269230514495204	0.00484187711961180708	0.00488025585364752334	2	-4510.69874946888922	4.17458665192464906	0.0108118466579217899	1	0.5	0.00537640294310708956	0.0113999762139597241	0.0105260467931147152	3	-7723.13822454644742	-67.0198033027283628	0.0248577143081101098	1	0.5	0.0530298706015478669	0.00286155780401002591	0.0593497106927000639	0	-545.516081255064364	9.65086899920594021	0.00305118342874458525	1	0.5	0.00127453712354353137	0.000827532816335876031	0.00101653981304675027	4	-3695.44380667205678	7.99689098196797588	0.0437616711585917528	1	0.5	0.011060767336823334	0.00276693759643446228	0.00708305633944062481
1050	-17546.899260595892	-20.2847246814847963	5	7.5	0	-321.372907325113488	9.07376429106114557	0.00128901684623578742	1	0.5	0.0031835074556751477	0.000635172813611192995	0.00214725200932707133	1	-758.853987089277666	11.5896222065361982	0.00390347719449362284	1	0.5	0.005083132488826172	0.00386293220017875022	0.00450889035298621642	2	-4508.05150575337029	2.47298748663798307	0.0127905167931081053	1	0.5	0.00620321808436521179	0.012608929329181057	0.0119757701231573387	3	-7717.4141678701144	-70.7656710210098936	0.0352101811640424256	1	0.5	0.0522918625410626545	0.00286052152544180507	0.0608223415879438692	1	-544.940052919555797	8.98283828043703281	0.00390347719449362284	1	0.5	0.00109622464949109743	0.000860134018178338529	0.000873918356063560801	4	-3696.26663963845931	8.22358628253199697	0.0391718712105706968	1	0.5	0.00873226999115547797	0.0023909286212620692	0.00648056909154476855
1100	-17545.130628262672	-25.0789108180516784	4	7.5	0	-321.953278153899987	10.1583312848994822	0.00273114861470142006	1	0.5	0.00177597467954213007	0.00158895471880656967	0.00141872551920331144	1	-758.537258663353896	11.5513438433306561	0.0047472121559172277	1	0.5	0.00476216957415041744	0.00220120971380486936	0.00364286989683230934	2	-4509.27474477400938	3.47310296096320315	0.0111933352675475488	1	0.5	0.00596488728279947773	0.0105160457461098214	0.0107302560313275973	3	-7712.25167529442297	-76.3623069068673033	0.0408463726703589755	1	0.5	0.0581663221569267558	0.00246789341214245523	0.0668629401393919381	0	-546.769172397413968	9.83240745302238395	0.00273114861470142006	1	0.5	0.00157376388840597069	0.00078551809494405015	0.00121044505307706389	3	-3696.34449897957074	9.46543651081696069	0.0408463726703589755	1	0.5	0.00882044290574823982	0.00285262189938527162	0.00545858081420959405
1150	-17561.1293777491956	-6.80806804947926203	5	7.5	0	-322.646040643788012	11.3721473644491766	0.00129089040757921956	1	0.5	0.00277892353988356535	0.0013998097382927155	0.00195885194995171989	1	-758.474201819537484	10.3210685090197636	0.00589448812598167456	1	0.5	0.00742483750136899504	0.00369243796681575746	0.00524223805414448726	2	-4509.34397187863851	3.88374267292432052	0.0130772177293751179	1	0.5	0.00623001129062479043	0.0128759754442364597	0.0113684468273569459	3	-7727.71936782435296	-62.0417607237066946	0.043061492339946883	1	0.5	0.0525050724616455064	0.00188905438079721259	0.0552890525029689148	4	-548.418408554068264	8.00273350689780472	0.00216494641927402398	1	0.5	0.00244468505182711708	0.000622303103180023276	0.00124613591378424987	3	-3694.52738702881197	8.82825000998624887	0.043061492339946883	1	0.5	0.00938056420196243385	0.00269128344239942269	0.00653298726176881374
1200	-17546.3119787597352	-17.5006182541936361	6	7.5	0	-322.604911559119728	9.41362513589565708	0.00054253563322861052	1	0.5	0.00307269398074418035	0.000714758695020797116	0.00211991100378815765	1	-757.4636438473417	9.62296502278954335	0.00424920802800975769	1	0.5	0.00494259403473547732	0.00255660631920437637	0.00453159186762059924	2	-4510.4007242961161	4.55410965744859197	0.0110837160691764393	1	0.5	0.00596516328321252971	0.0114038554415321139	0.0106123503392715531	3	-7713.54302676105908	-73.9660295740223717	0.0281440361262262732	1	0.5	0.0552114724418395972	0.00200738250662477278	0.0632228159389855576	4	-546.791238559015483	8.73671768338673971	0.00235960627690070743	1	0.5	0.00162273063249214738	0.000661007391911791454	0.00128126214981347372	5	-3695.50843373708449	7.69599583925441166	0.0491481912528819245	1	0.5	0.00855295086884248074	0.00264744706728675065	0.00676058720178492056
1250	-17555.8253464051086	-2.26802981799757974	6	7.5	0	-319.766262782024285	9.32122801312782912	0.000679640784627772495	1	0.5	0.00180332835664066848	0.000573800937084715992	0.00120275074941075398	1	-759.864923673195335	12.0696322934939531	0.00551375334070917152	1	0.5	0.00322853711452448285	0.00251739582753484096	0.00296725826356986468	2	-4511.83918055187223	4.39918423918872392	0.0152424176709605071	1	0.5	0.00764212496377634446	0.0131336512911471789	0.0110644417917878119	3	-7724.83518832634945	-63.1587081959451666	0.0227656290414104089	1	0.5	0.0607772956107094087	0.0017504946113223699	0.0592645414590304773	4	-544.601628536291969	9.3279537809702866	0.00241634371845488548	1	0.5	0.00100093265409272633	0.000995071388264474107	0.00091508160373815386	5	-3694.91816253537763	8.60920449865361448	0.041694733115667057	1	0.5	0.00998627638818771861	0.00331270620454776751	0.00701960161328558929
1300	-17562.4142279511689	-6.87497921090980491	4	7.5	0	-322.6470041051777	10.7295668035596776	0.002516404613374931	1	0.5	0.00268713645209268112	0.00114901781654683081	0.00208278329004793787	1	-758.039959727631754	11.5770635518051677	0.00514892323496319963	1	0.5	0.00471532911506680752	0.00440586795062674307	0.00461264897168679657	2	-4513.76879887938958	6.05155308238094136	0.0162404055724253982	1	0.5	0.00723430302967163937	0.0107803454879946466	0.00995565863502259618	3	-7729.17735830173115	-58.5722488133306598	0.0447948928758825568	1	0.5	0.0588432016473587685	0.00275527394222556529	0.0568174194057090437	0	-544.60474487133888	9.10017522807136814	0.002516404613374931	1	0.5	0.00110776890269150929	0.00075018110059678659	0.000962989588282989195	3	-3694.17636206590032	8.35439265963285393	0.0447948928758825568	1	0.5	0.0101284650513000507	0.00325423891390152651	0.00721268094010879286
1350	-17553.6263340111182	-13.1005580018588521	5	7.5	0	-323.66360693954465	11.7296418986948652	0.00232970685766256203	1	0.5	0.00180000722859786498	0.00237976785787350972	0.00215045400132693855	1	-758.550575168726823	12.0087578114172189	0.00403079445280081061	1	0.5	0.00414655820363968135	0.00339686395840619595	0.00370482978623486994	2	-4509.40260439393933	3.68159769784253754	0.0139300589416488565	1	0.5	0.00737687809144833406	0.0111913971937844404	0.0114665864475967799	3	-7723.78414210598748	-64.6706738898891444	0.0264542165559756952	1	0.5	0.0513211269210486348	0.00197353833545520522	0.0561086491581611127	1	-543.681213958065428	8.24243934805492628	0.00403079445280081061	1	0.5	0.000596360807172217292	0.00141634904984836731	0.000870802223879921277	4	-3694.54419144485655	6.58785847984087525	0.0538035578017714983	1	0.5	0.00990400107713829136	0.00304685918985507292	0.00789433873559752634
1400	-17554.4785436235761	-11.2305283286963391	6	7.5	0	-325.862900434453536	7.33165755054464441	0.00408466826603761518	1	0.5	0.00237562898772391336	0.0018678564826819519	0.00280030695572148786	1	-758.149712179630455	10.5839161684266188	0.00601739709030384498	1	0.5	0.00507938730542292164	0.00448476619565495345	0.00538178116276206205	2	-4508.15331510398846	2.81860378692442026	0.013732295760335033	1	0.5	0.0067112804676766535	0.0117788090869272253	0.011774195525374084	3	-7725.37123104514831	-62.5163526291655529	0.029091930489228493	1	0.5	0.0530934257011116059	0.00272263425268809076	0.0568336650139592281	4	-541.956234048305305	6.89945730747094643	0.00174773951865901211	1	0.5	0.000508057694731712172	0.000901993712691897057	0.000604801898494710137	5	-3694.98515081205005	7.98755325468151156	0.0486268797481869824	1	0.5	0.0109006392084233152	0.00329886320203365974	0.00661342113651148915
1450	-17557.6995751823997	-10.0160325062243718	5	7.5	0	-324.559337421979251	10.136903759942431	0.00498892733582406104	1	0.5	0.00162714742077178808	0.00152067786716849414	0.00179662190141010344	1	-758.804835379651195	12.073022900621126	0.00539881424079768305	1	0.5	0.00308891915359057632	0.00399949963734688892	0.00351812459830809715	2	-4508.79678562055233	1.81950890350861627	0.0123980671704909343	1	0.5	0.00598591576263839999	0.0137400454532141791	0.0125085760253862092	3	-7727.39865338566688	-59.8406408626526201	0.0327414013296469034	1	0.5	0.0585876083195224565	0.00267775451239776708	0.0574939058573260484	0	-542.815235935097576	7.77259065875721689	0.00498892733582406104	1	0.5	0.000566601135621871716	0.000765309236897800138	0.000668021765653990275	4	-3695.32472743945345	8.62115210936615739	0.0442050308125715163	1	0.5	0.00913864083697974068	0.00302897890266564827	0.00529234142479744363
